model,prompt_id,case_id,prompt,target,task,topic,layer,subspace_family,subspace_k,top_m,rho,v_access,v_inaccess,entropy,varentropy,confidence,rank_whitened_jb,grad_entropy_proj_norm,fisher_output_fro_norm,semantic_entropy_proxy,semantic_density_uncertainty,haloscope_style_consistency_risk
microsoft/phi-2,microsoft_phi-2:factual_completion:3:2:layer16,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,16,random,8,16,0.8009708930512682,0.30538782712922724,0.07588423878301011,2.5758143510110463,0.3812720659122376,0.1685480187834339,8,0.013386068908658386,0.0834114277790585,1.3781423772329677,0.35349926344280636,0.843871632744466
microsoft/phi-2,microsoft_phi-2:generative_open:2:0:layer16,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,16,state_pca,8,16,0.6032026760024437,0.2978621765266761,0.19593897584995834,2.5201941754123265,0.49380115237663286,0.20002380039020348,8,0.0195606781785564,0.09571142628539842,1.3724720131451178,0.34888042749447723,0.8438175281763154
microsoft/phi-2,microsoft_phi-2:generative_open:2:0:layer16,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,16,delta_pca,8,16,0.3601734833778688,0.17785408114749807,0.31594707122913573,2.5201941754123265,0.49380115237663286,0.20002380039020348,8,0.01551794332609446,0.08577395617797495,1.3724720131451178,0.34888042749447723,0.8438175281763154
microsoft/phi-2,microsoft_phi-2:generative_open:2:0:layer16,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,16,random,8,16,0.6895477645471644,0.34049948075212166,0.15330167162451297,2.5201941754123265,0.49380115237663286,0.20002380039020348,8,0.01631130093772511,0.09048748622588354,1.3724720131451178,0.34888042749447723,0.8438175281763154
microsoft/phi-2,microsoft_phi-2:generative_open:4:1:layer16,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,16,state_pca,8,16,0.7638192428694118,0.5190461545987262,0.16049440351662692,2.3929125381545053,0.6795405581153553,0.19214202556811974,8,0.03557434824158785,0.11685000270179217,1.2461691050854173,0.3314971516797399,0.7544083727945812
microsoft/phi-2,microsoft_phi-2:generative_open:4:1:layer16,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,16,delta_pca,8,16,0.6739774781070522,0.4579950316300441,0.2215455264853086,2.3929125381545053,0.6795405581153553,0.19214202556811974,8,0.020575697347800237,0.08250070059098696,1.2461691050854173,0.3314971516797399,0.7544083727945812
microsoft/phi-2,microsoft_phi-2:generative_open:4:1:layer16,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,16,random,8,16,0.6638800766179342,0.4511334377866141,0.2284071203287391,2.3929125381545053,0.6795405581153553,0.19214202556811974,8,0.02224089097774118,0.09583932215075526,1.2461691050854173,0.3314971516797399,0.7544083727945812
microsoft/phi-2,microsoft_phi-2:generative_open:1:2:layer16,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,16,state_pca,8,16,0.8760930249925841,0.6682888724985848,0.09451696367873375,2.396202054775975,0.76280583617732,0.2661376067494502,8,0.031010428654405918,0.10693821108347382,1.289508711182664,0.33982065354998725,0.769789285174389
microsoft/phi-2,microsoft_phi-2:generative_open:1:2:layer16,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,16,delta_pca,8,16,0.8717593302735704,0.6649831048747104,0.09782273130261003,2.396202054775975,0.76280583617732,0.2661376067494502,8,0.04647517820925253,0.09857968404043406,1.289508711182664,0.33982065354998725,0.769789285174389
microsoft/phi-2,microsoft_phi-2:generative_open:1:2:layer16,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,16,random,8,16,0.5388208872459904,0.41101571744548254,0.3517901187318366,2.396202054775975,0.76280583617732,0.2661376067494502,8,0.030020608597894596,0.0962957482480143,1.289508711182664,0.33982065354998725,0.769789285174389
microsoft/phi-2,microsoft_phi-2:token_level_qa:7:0:layer31,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,31,state_pca,8,16,0.8474388788137089,0.7621087359788961,0.1371994678714355,1.3520451766956674,0.8993082038503333,0.5021642682086874,8,0.012383071481259996,0.03474141736575767,0.6907885936671301,0.2564551148324298,0.4055503059878015
microsoft/phi-2,microsoft_phi-2:token_level_qa:7:0:layer31,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,31,delta_pca,8,16,0.8836420453626571,0.7946665406617252,0.1046416631886067,1.3520451766956674,0.8993082038503333,0.5021642682086874,8,0.011521254729068054,0.03336866489003263,0.6907885936671301,0.2564551148324298,0.4055503059878015
microsoft/phi-2,microsoft_phi-2:token_level_qa:7:0:layer31,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,31,random,8,16,0.895701661788232,0.8055118526485328,0.09379635120179991,1.3520451766956674,0.8993082038503333,0.5021642682086874,8,0.009287764376463793,0.022246966380876754,0.6907885936671301,0.2564551148324298,0.4055503059878015
microsoft/phi-2,microsoft_phi-2:token_level_qa:2:1:layer31,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,31,state_pca,8,16,0.993579282782332,0.5364843636907479,0.00346687420988975,0.1177107795086112,0.5399512379006356,0.9810358910905687,8,0.006476125619440289,0.0118330943181825,0.09423502145693186,0.01449081075231684,0.042282083014635354
microsoft/phi-2,microsoft_phi-2:token_level_qa:2:1:layer31,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,31,delta_pca,8,16,0.9953158410207151,0.5374220204612494,0.0025292174393873722,0.1177107795086112,0.5399512379006356,0.9810358910905687,8,0.006159653228018516,0.011211002710725648,0.09423502145693186,0.01449081075231684,0.042282083014635354
microsoft/phi-2,microsoft_phi-2:token_level_qa:2:1:layer31,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,31,random,8,16,0.9687063743280481,0.5230542059806681,0.016897031919969985,0.1177107795086112,0.5399512379006356,0.9810358910905687,8,0.0018900837725548182,0.0037331963153213734,0.09423502145693186,0.01449081075231684,0.042282083014635354
microsoft/phi-2,microsoft_phi-2:token_level_qa:4:2:layer31,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,31,state_pca,8,16,0.9816615637027531,1.0868852748127533,0.02030412222659186,0.395382094877738,1.1071893970393387,0.9145452442484873,8,0.011243441730163301,0.015473232374900756,0.3692696284965604,0.06304655261937464,0.17548936572499332
microsoft/phi-2,microsoft_phi-2:token_level_qa:4:2:layer31,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,31,delta_pca,8,16,0.9846048579270748,1.0901440589702893,0.01704533806905624,0.395382094877738,1.1071893970393387,0.9145452442484873,8,0.011178407586236781,0.015614325692000592,0.3692696284965604,0.06304655261937464,0.17548936572499332
microsoft/phi-2,microsoft_phi-2:token_level_qa:4:2:layer31,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,31,random,8,16,0.9783370553239599,1.083204414385385,0.02398498265396136,0.395382094877738,1.1071893970393387,0.9145452442484873,8,0.010966117558874847,0.013624192611336223,0.3692696284965604,0.06304655261937464,0.17548936572499332
microsoft/phi-2,microsoft_phi-2:factual_completion:2:0:layer31,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,31,state_pca,8,16,0.9266420216256577,1.2687492638376683,0.10044103212132247,0.37678593912231345,1.3691902959589828,0.9317606859024853,8,0.021989711126832873,0.021471288675712602,0.25062234990931936,0.049741306062712765,0.11820116192813483
microsoft/phi-2,microsoft_phi-2:factual_completion:2:0:layer31,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,31,delta_pca,8,16,0.9252390276141094,1.2668282980517678,0.10236199790721985,0.37678593912231345,1.3691902959589828,0.9317606859024853,8,0.022215561881427738,0.021488771190316797,0.25062234990931936,0.049741306062712765,0.11820116192813483
microsoft/phi-2,microsoft_phi-2:factual_completion:2:0:layer31,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,31,random,8,16,0.8974466985634497,1.2287753108135056,0.14041498514548192,0.37678593912231345,1.3691902959589828,0.9317606859024853,8,0.00871101816242172,0.0102349833558751,0.25062234990931936,0.049741306062712765,0.11820116192813483
microsoft/phi-2,microsoft_phi-2:factual_completion:4:1:layer31,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,31,state_pca,8,16,0.9889003922326147,0.46951345532669264,0.005269909119835313,0.6775712393421437,0.4747833644465197,0.6984114232766246,8,0.012815897611551736,0.028980476038840963,0.016123837421020467,0.15408448589549384,0.006784459447515576
microsoft/phi-2,microsoft_phi-2:factual_completion:4:1:layer31,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,31,delta_pca,8,16,0.9909943416394702,0.4705076276710603,0.004275736775469111,0.6775712393421437,0.4747833644465197,0.6984114232766246,8,0.012542645464131695,0.028841388319852133,0.016123837421020467,0.15408448589549384,0.006784459447515576
microsoft/phi-2,microsoft_phi-2:factual_completion:4:1:layer31,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,31,random,8,16,0.9759583011380181,0.4633687657738266,0.011414598672702971,0.6775712393421437,0.4747833644465197,0.6984114232766246,8,0.00692649053666235,0.017983571814357315,0.016123837421020467,0.15408448589549384,0.006784459447515576
microsoft/phi-2,microsoft_phi-2:factual_completion:3:2:layer31,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,31,state_pca,8,16,0.9364039080745981,0.513672704985198,0.03488620272097976,0.10164515070271762,0.5485589077061788,0.9857837544202595,8,0.005058593196537715,0.008594225260547884,0.044090824436992616,0.00925585382543237,0.019021015906758292
microsoft/phi-2,microsoft_phi-2:factual_completion:3:2:layer31,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,31,delta_pca,8,16,0.9403510654226842,0.5158379533086086,0.03272095439756936,0.10164515070271762,0.5485589077061788,0.9857837544202595,8,0.00497638006971367,0.008359738994355924,0.044090824436992616,0.00925585382543237,0.019021015906758292
microsoft/phi-2,microsoft_phi-2:factual_completion:3:2:layer31,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,31,random,8,16,0.8705191545086277,0.4775310365345586,0.07102787117162054,0.10164515070271762,0.5485589077061788,0.9857837544202595,8,0.0020592497961603603,0.004718230889557518,0.044090824436992616,0.00925585382543237,0.019021015906758292
microsoft/phi-2,microsoft_phi-2:generative_open:2:0:layer31,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,31,state_pca,8,16,0.7321765914072587,0.8933040763085138,0.32676234863900566,1.8516010795998836,1.2200664249475133,0.4182811267890528,8,0.012021819110181742,0.03260282666160633,1.2156718027007594,0.29906651826547215,0.6844936823232874
microsoft/phi-2,microsoft_phi-2:generative_open:2:0:layer31,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,31,delta_pca,8,16,0.7872595160016105,0.9605089031939984,0.2595575217535184,1.8516010795998836,1.2200664249475133,0.4182811267890528,8,0.01138043339398889,0.02957722385025363,1.2156718027007594,0.29906651826547215,0.6844936823232874
microsoft/phi-2,microsoft_phi-2:generative_open:2:0:layer31,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,31,random,8,16,0.8918699852082587,1.088140624371036,0.131925800576481,1.8516010795998836,1.2200664249475133,0.4182811267890528,8,0.011733636954256148,0.028112656743457243,1.2156718027007594,0.29906651826547215,0.6844936823232874
microsoft/phi-2,microsoft_phi-2:generative_open:4:1:layer31,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,31,state_pca,8,16,0.7562556200877751,0.35671992524303564,0.11497233828240144,2.4937844825883615,0.47169226352543725,0.19089370042719478,8,0.004791378412640953,0.03085984022871577,1.3591345772388914,0.347014195415275,0.822247044718103
microsoft/phi-2,microsoft_phi-2:generative_open:4:1:layer31,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,31,delta_pca,8,16,0.7538647408706104,0.35559216601327526,0.11610009751216145,2.4937844825883615,0.47169226352543725,0.19089370042719478,8,0.004435219552524521,0.028558907282489974,1.3591345772388914,0.347014195415275,0.822247044718103
microsoft/phi-2,microsoft_phi-2:generative_open:4:1:layer31,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,31,random,8,16,0.6072837074127074,0.2864510265516192,0.18524123697381817,2.4937844825883615,0.47169226352543725,0.19089370042719478,8,0.003965015330556322,0.028573537953771454,1.3591345772388914,0.347014195415275,0.822247044718103
microsoft/phi-2,microsoft_phi-2:generative_open:1:2:layer31,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,31,state_pca,8,16,0.8598241385167855,1.7214384883992058,0.280643578485683,1.753539124658019,2.002082066884886,0.5607764135178019,8,0.026924561261947814,0.028501945507668536,1.1127236072933893,0.25843573355007177,0.6023684317292095
microsoft/phi-2,microsoft_phi-2:generative_open:1:2:layer31,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,31,delta_pca,8,16,0.8854096083348607,1.7726626986947986,0.22941936819008818,1.753539124658019,2.002082066884886,0.5607764135178019,8,0.02812867248020035,0.02826470315636506,1.1127236072933893,0.25843573355007177,0.6023684317292095
microsoft/phi-2,microsoft_phi-2:generative_open:1:2:layer31,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,31,random,8,16,0.8572557995480335,1.7162964630081858,0.28578560387670415,1.753539124658019,2.002082066884886,0.5607764135178019,8,0.022791483618477246,0.024829533979541678,1.1127236072933893,0.25843573355007177,0.6023684317292095
