source_file,row_index,model,prompt_id,task,topic,fact_id,prompt,normalized_prompt
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,23,bert-base-uncased,23,,capital,capital:egypt,"In Egypt, the capital city is [MASK].",in egypt the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,343,distilbert-base-uncased,23,,capital,capital:egypt,"In Egypt, the capital city is [MASK].",in egypt the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,663,google/bert_uncased_L-2_H-128_A-2,23,,capital,capital:egypt,"In Egypt, the capital city is [MASK].",in egypt the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,23,,23,,capital,capital:egypt,"In Egypt, the capital city is [MASK].",in egypt the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,23,,23,,capital,capital:egypt,"In Egypt, the capital city is [MASK].",in egypt the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,38,bert-base-uncased,38,,capital,capital:finland,"In Finland, the capital city is [MASK].",in finland the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,358,distilbert-base-uncased,38,,capital,capital:finland,"In Finland, the capital city is [MASK].",in finland the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,678,google/bert_uncased_L-2_H-128_A-2,38,,capital,capital:finland,"In Finland, the capital city is [MASK].",in finland the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,38,,38,,capital,capital:finland,"In Finland, the capital city is [MASK].",in finland the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,38,,38,,capital,capital:finland,"In Finland, the capital city is [MASK].",in finland the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,2,bert-base-uncased,2,,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,322,distilbert-base-uncased,2,,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,642,google/bert_uncased_L-2_H-128_A-2,2,,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,2,,2,,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,2,,2,,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,13,distilbert-base-uncased,13,factual_deep,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,36,bert-base-uncased,13,factual_deep,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,59,google/bert_uncased_L-2_H-128_A-2,13,factual_deep,capital,capital:france,"In France, the capital city is [MASK].",in france the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,5,bert-base-uncased,5,,capital,capital:germany,"In Germany, the capital city is [MASK].",in germany the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,325,distilbert-base-uncased,5,,capital,capital:germany,"In Germany, the capital city is [MASK].",in germany the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,645,google/bert_uncased_L-2_H-128_A-2,5,,capital,capital:germany,"In Germany, the capital city is [MASK].",in germany the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,5,,5,,capital,capital:germany,"In Germany, the capital city is [MASK].",in germany the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,5,,5,,capital,capital:germany,"In Germany, the capital city is [MASK].",in germany the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,26,bert-base-uncased,26,,capital,capital:greece,"In Greece, the capital city is [MASK].",in greece the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,346,distilbert-base-uncased,26,,capital,capital:greece,"In Greece, the capital city is [MASK].",in greece the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,666,google/bert_uncased_L-2_H-128_A-2,26,,capital,capital:greece,"In Greece, the capital city is [MASK].",in greece the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,26,,26,,capital,capital:greece,"In Greece, the capital city is [MASK].",in greece the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,26,,26,,capital,capital:greece,"In Greece, the capital city is [MASK].",in greece the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,50,bert-base-uncased,50,,capital,capital:hungary,"In Hungary, the capital city is [MASK].",in hungary the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,370,distilbert-base-uncased,50,,capital,capital:hungary,"In Hungary, the capital city is [MASK].",in hungary the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,690,google/bert_uncased_L-2_H-128_A-2,50,,capital,capital:hungary,"In Hungary, the capital city is [MASK].",in hungary the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,50,,50,,capital,capital:hungary,"In Hungary, the capital city is [MASK].",in hungary the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,50,,50,,capital,capital:hungary,"In Hungary, the capital city is [MASK].",in hungary the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,68,bert-base-uncased,68,,capital,capital:iran,"In Iran, the capital city is [MASK].",in iran the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,388,distilbert-base-uncased,68,,capital,capital:iran,"In Iran, the capital city is [MASK].",in iran the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,708,google/bert_uncased_L-2_H-128_A-2,68,,capital,capital:iran,"In Iran, the capital city is [MASK].",in iran the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,68,,68,,capital,capital:iran,"In Iran, the capital city is [MASK].",in iran the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,68,,68,,capital,capital:iran,"In Iran, the capital city is [MASK].",in iran the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,71,bert-base-uncased,71,,capital,capital:iraq,"In Iraq, the capital city is [MASK].",in iraq the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,391,distilbert-base-uncased,71,,capital,capital:iraq,"In Iraq, the capital city is [MASK].",in iraq the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,711,google/bert_uncased_L-2_H-128_A-2,71,,capital,capital:iraq,"In Iraq, the capital city is [MASK].",in iraq the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,71,,71,,capital,capital:iraq,"In Iraq, the capital city is [MASK].",in iraq the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,71,,71,,capital,capital:iraq,"In Iraq, the capital city is [MASK].",in iraq the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,8,bert-base-uncased,8,,capital,capital:italy,"In Italy, the capital city is [MASK].",in italy the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,328,distilbert-base-uncased,8,,capital,capital:italy,"In Italy, the capital city is [MASK].",in italy the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,648,google/bert_uncased_L-2_H-128_A-2,8,,capital,capital:italy,"In Italy, the capital city is [MASK].",in italy the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,8,,8,,capital,capital:italy,"In Italy, the capital city is [MASK].",in italy the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,8,,8,,capital,capital:italy,"In Italy, the capital city is [MASK].",in italy the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,98,bert-base-uncased,98,,capital,capital:jamaica,"In Jamaica, the capital city is [MASK].",in jamaica the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,418,distilbert-base-uncased,98,,capital,capital:jamaica,"In Jamaica, the capital city is [MASK].",in jamaica the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,738,google/bert_uncased_L-2_H-128_A-2,98,,capital,capital:jamaica,"In Jamaica, the capital city is [MASK].",in jamaica the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,98,,98,,capital,capital:jamaica,"In Jamaica, the capital city is [MASK].",in jamaica the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,98,,98,,capital,capital:jamaica,"In Jamaica, the capital city is [MASK].",in jamaica the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,14,bert-base-uncased,14,,capital,capital:japan,"In Japan, the capital city is [MASK].",in japan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,334,distilbert-base-uncased,14,,capital,capital:japan,"In Japan, the capital city is [MASK].",in japan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,654,google/bert_uncased_L-2_H-128_A-2,14,,capital,capital:japan,"In Japan, the capital city is [MASK].",in japan the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,14,,14,,capital,capital:japan,"In Japan, the capital city is [MASK].",in japan the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,14,,14,,capital,capital:japan,"In Japan, the capital city is [MASK].",in japan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,77,bert-base-uncased,77,,capital,capital:jordan,"In Jordan, the capital city is [MASK].",in jordan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,397,distilbert-base-uncased,77,,capital,capital:jordan,"In Jordan, the capital city is [MASK].",in jordan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,717,google/bert_uncased_L-2_H-128_A-2,77,,capital,capital:jordan,"In Jordan, the capital city is [MASK].",in jordan the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,77,,77,,capital,capital:jordan,"In Jordan, the capital city is [MASK].",in jordan the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,77,,77,,capital,capital:jordan,"In Jordan, the capital city is [MASK].",in jordan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,80,bert-base-uncased,80,,capital,capital:lebanon,"In Lebanon, the capital city is [MASK].",in lebanon the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,400,distilbert-base-uncased,80,,capital,capital:lebanon,"In Lebanon, the capital city is [MASK].",in lebanon the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,720,google/bert_uncased_L-2_H-128_A-2,80,,capital,capital:lebanon,"In Lebanon, the capital city is [MASK].",in lebanon the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,80,,80,,capital,capital:lebanon,"In Lebanon, the capital city is [MASK].",in lebanon the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,80,,80,,capital,capital:lebanon,"In Lebanon, the capital city is [MASK].",in lebanon the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,104,bert-base-uncased,122,,capital,capital:nepal,"In Nepal, the capital city is [MASK].",in nepal the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,424,distilbert-base-uncased,122,,capital,capital:nepal,"In Nepal, the capital city is [MASK].",in nepal the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,744,google/bert_uncased_L-2_H-128_A-2,122,,capital,capital:nepal,"In Nepal, the capital city is [MASK].",in nepal the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,104,,122,,capital,capital:nepal,"In Nepal, the capital city is [MASK].",in nepal the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,104,,104,,capital,capital:nepal,"In Nepal, the capital city is [MASK].",in nepal the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,41,bert-base-uncased,41,,capital,capital:norway,"In Norway, the capital city is [MASK].",in norway the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,361,distilbert-base-uncased,41,,capital,capital:norway,"In Norway, the capital city is [MASK].",in norway the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,681,google/bert_uncased_L-2_H-128_A-2,41,,capital,capital:norway,"In Norway, the capital city is [MASK].",in norway the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,41,,41,,capital,capital:norway,"In Norway, the capital city is [MASK].",in norway the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,41,,41,,capital,capital:norway,"In Norway, the capital city is [MASK].",in norway the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,107,bert-base-uncased,125,,capital,capital:pakistan,"In Pakistan, the capital city is [MASK].",in pakistan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,427,distilbert-base-uncased,125,,capital,capital:pakistan,"In Pakistan, the capital city is [MASK].",in pakistan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,747,google/bert_uncased_L-2_H-128_A-2,125,,capital,capital:pakistan,"In Pakistan, the capital city is [MASK].",in pakistan the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,107,,125,,capital,capital:pakistan,"In Pakistan, the capital city is [MASK].",in pakistan the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,107,,107,,capital,capital:pakistan,"In Pakistan, the capital city is [MASK].",in pakistan the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,89,bert-base-uncased,89,,capital,capital:peru,"In Peru, the capital city is [MASK].",in peru the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,409,distilbert-base-uncased,89,,capital,capital:peru,"In Peru, the capital city is [MASK].",in peru the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,729,google/bert_uncased_L-2_H-128_A-2,89,,capital,capital:peru,"In Peru, the capital city is [MASK].",in peru the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,89,,89,,capital,capital:peru,"In Peru, the capital city is [MASK].",in peru the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,89,,89,,capital,capital:peru,"In Peru, the capital city is [MASK].",in peru the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,47,bert-base-uncased,47,,capital,capital:poland,"In Poland, the capital city is [MASK].",in poland the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,367,distilbert-base-uncased,47,,capital,capital:poland,"In Poland, the capital city is [MASK].",in poland the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,687,google/bert_uncased_L-2_H-128_A-2,47,,capital,capital:poland,"In Poland, the capital city is [MASK].",in poland the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,47,,47,,capital,capital:poland,"In Poland, the capital city is [MASK].",in poland the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,47,,47,,capital,capital:poland,"In Poland, the capital city is [MASK].",in poland the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,29,bert-base-uncased,29,,capital,capital:portugal,"In Portugal, the capital city is [MASK].",in portugal the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,349,distilbert-base-uncased,29,,capital,capital:portugal,"In Portugal, the capital city is [MASK].",in portugal the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,669,google/bert_uncased_L-2_H-128_A-2,29,,capital,capital:portugal,"In Portugal, the capital city is [MASK].",in portugal the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,29,,29,,capital,capital:portugal,"In Portugal, the capital city is [MASK].",in portugal the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,29,,29,,capital,capital:portugal,"In Portugal, the capital city is [MASK].",in portugal the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,53,bert-base-uncased,53,,capital,capital:romania,"In Romania, the capital city is [MASK].",in romania the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,373,distilbert-base-uncased,53,,capital,capital:romania,"In Romania, the capital city is [MASK].",in romania the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,693,google/bert_uncased_L-2_H-128_A-2,53,,capital,capital:romania,"In Romania, the capital city is [MASK].",in romania the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,53,,53,,capital,capital:romania,"In Romania, the capital city is [MASK].",in romania the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,53,,53,,capital,capital:romania,"In Romania, the capital city is [MASK].",in romania the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,20,bert-base-uncased,20,,capital,capital:russia,"In Russia, the capital city is [MASK].",in russia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,340,distilbert-base-uncased,20,,capital,capital:russia,"In Russia, the capital city is [MASK].",in russia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,660,google/bert_uncased_L-2_H-128_A-2,20,,capital,capital:russia,"In Russia, the capital city is [MASK].",in russia the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,20,,20,,capital,capital:russia,"In Russia, the capital city is [MASK].",in russia the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,20,,20,,capital,capital:russia,"In Russia, the capital city is [MASK].",in russia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,59,bert-base-uncased,59,,capital,capital:serbia,"In Serbia, the capital city is [MASK].",in serbia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,379,distilbert-base-uncased,59,,capital,capital:serbia,"In Serbia, the capital city is [MASK].",in serbia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,699,google/bert_uncased_L-2_H-128_A-2,59,,capital,capital:serbia,"In Serbia, the capital city is [MASK].",in serbia the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,59,,59,,capital,capital:serbia,"In Serbia, the capital city is [MASK].",in serbia the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,59,,59,,capital,capital:serbia,"In Serbia, the capital city is [MASK].",in serbia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,11,bert-base-uncased,11,,capital,capital:spain,"In Spain, the capital city is [MASK].",in spain the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,331,distilbert-base-uncased,11,,capital,capital:spain,"In Spain, the capital city is [MASK].",in spain the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,651,google/bert_uncased_L-2_H-128_A-2,11,,capital,capital:spain,"In Spain, the capital city is [MASK].",in spain the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,11,,11,,capital,capital:spain,"In Spain, the capital city is [MASK].",in spain the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,11,,11,,capital,capital:spain,"In Spain, the capital city is [MASK].",in spain the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,44,bert-base-uncased,44,,capital,capital:sweden,"In Sweden, the capital city is [MASK].",in sweden the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,364,distilbert-base-uncased,44,,capital,capital:sweden,"In Sweden, the capital city is [MASK].",in sweden the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,684,google/bert_uncased_L-2_H-128_A-2,44,,capital,capital:sweden,"In Sweden, the capital city is [MASK].",in sweden the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,44,,44,,capital,capital:sweden,"In Sweden, the capital city is [MASK].",in sweden the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,44,,44,,capital,capital:sweden,"In Sweden, the capital city is [MASK].",in sweden the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,74,bert-base-uncased,74,,capital,capital:syria,"In Syria, the capital city is [MASK].",in syria the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,394,distilbert-base-uncased,74,,capital,capital:syria,"In Syria, the capital city is [MASK].",in syria the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,714,google/bert_uncased_L-2_H-128_A-2,74,,capital,capital:syria,"In Syria, the capital city is [MASK].",in syria the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,74,,74,,capital,capital:syria,"In Syria, the capital city is [MASK].",in syria the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,74,,74,,capital,capital:syria,"In Syria, the capital city is [MASK].",in syria the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,83,bert-base-uncased,83,,capital,capital:thailand,"In Thailand, the capital city is [MASK].",in thailand the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,403,distilbert-base-uncased,83,,capital,capital:thailand,"In Thailand, the capital city is [MASK].",in thailand the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,723,google/bert_uncased_L-2_H-128_A-2,83,,capital,capital:thailand,"In Thailand, the capital city is [MASK].",in thailand the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,83,,83,,capital,capital:thailand,"In Thailand, the capital city is [MASK].",in thailand the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,83,,83,,capital,capital:thailand,"In Thailand, the capital city is [MASK].",in thailand the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,101,bert-base-uncased,104,,capital,capital:tunisia,"In Tunisia, the capital city is [MASK].",in tunisia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,421,distilbert-base-uncased,104,,capital,capital:tunisia,"In Tunisia, the capital city is [MASK].",in tunisia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,741,google/bert_uncased_L-2_H-128_A-2,104,,capital,capital:tunisia,"In Tunisia, the capital city is [MASK].",in tunisia the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,101,,104,,capital,capital:tunisia,"In Tunisia, the capital city is [MASK].",in tunisia the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,101,,101,,capital,capital:tunisia,"In Tunisia, the capital city is [MASK].",in tunisia the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,65,bert-base-uncased,65,,capital,capital:turkey,"In Turkey, the capital city is [MASK].",in turkey the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,385,distilbert-base-uncased,65,,capital,capital:turkey,"In Turkey, the capital city is [MASK].",in turkey the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,705,google/bert_uncased_L-2_H-128_A-2,65,,capital,capital:turkey,"In Turkey, the capital city is [MASK].",in turkey the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,65,,65,,capital,capital:turkey,"In Turkey, the capital city is [MASK].",in turkey the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,65,,65,,capital,capital:turkey,"In Turkey, the capital city is [MASK].",in turkey the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,86,bert-base-uncased,86,,capital,capital:vietnam,"In Vietnam, the capital city is [MASK].",in vietnam the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,406,distilbert-base-uncased,86,,capital,capital:vietnam,"In Vietnam, the capital city is [MASK].",in vietnam the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,726,google/bert_uncased_L-2_H-128_A-2,86,,capital,capital:vietnam,"In Vietnam, the capital city is [MASK].",in vietnam the capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,86,,86,,capital,capital:vietnam,"In Vietnam, the capital city is [MASK].",in vietnam the capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,86,,86,,capital,capital:vietnam,"In Vietnam, the capital city is [MASK].",in vietnam the capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,152,bert-base-uncased,170,,continent,continent:india,India is located in [MASK].,india is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,472,distilbert-base-uncased,170,,continent,continent:india,India is located in [MASK].,india is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,792,google/bert_uncased_L-2_H-128_A-2,170,,continent,continent:india,India is located in [MASK].,india is located in mask
experiments\02_local_perturbation_prediction\data\prompts.csv,152,,170,,continent,continent:india,India is located in [MASK].,india is located in mask
experiments\03_layerwise_k_structure\data\prompts.csv,152,,152,,continent,continent:india,India is located in [MASK].,india is located in mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,67,bert-base-uncased,67,,capital,capital:iran,Iran's capital city is [MASK].,iran s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,387,distilbert-base-uncased,67,,capital,capital:iran,Iran's capital city is [MASK].,iran s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,707,google/bert_uncased_L-2_H-128_A-2,67,,capital,capital:iran,Iran's capital city is [MASK].,iran s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,67,,67,,capital,capital:iran,Iran's capital city is [MASK].,iran s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,67,,67,,capital,capital:iran,Iran's capital city is [MASK].,iran s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,70,bert-base-uncased,70,,capital,capital:iraq,Iraq's capital city is [MASK].,iraq s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,390,distilbert-base-uncased,70,,capital,capital:iraq,Iraq's capital city is [MASK].,iraq s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,710,google/bert_uncased_L-2_H-128_A-2,70,,capital,capital:iraq,Iraq's capital city is [MASK].,iraq s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,70,,70,,capital,capital:iraq,Iraq's capital city is [MASK].,iraq s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,70,,70,,capital,capital:iraq,Iraq's capital city is [MASK].,iraq s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,195,bert-base-uncased,225,,science,science:gold,Iron and gold are both [MASK].,iron and gold are both mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,515,distilbert-base-uncased,225,,science,science:gold,Iron and gold are both [MASK].,iron and gold are both mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,835,google/bert_uncased_L-2_H-128_A-2,225,,science,science:gold,Iron and gold are both [MASK].,iron and gold are both mask
experiments\02_local_perturbation_prediction\data\prompts.csv,195,,225,,science,science:gold,Iron and gold are both [MASK].,iron and gold are both mask
experiments\03_layerwise_k_structure\data\prompts.csv,195,,195,,science,science:gold,Iron and gold are both [MASK].,iron and gold are both mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,294,bert-base-uncased,332,,culture,culture:gravity,Isaac [MASK] described gravity.,isaac mask described gravity
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,614,distilbert-base-uncased,332,,culture,culture:gravity,Isaac [MASK] described gravity.,isaac mask described gravity
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,934,google/bert_uncased_L-2_H-128_A-2,332,,culture,culture:gravity,Isaac [MASK] described gravity.,isaac mask described gravity
experiments\02_local_perturbation_prediction\data\prompts.csv,294,,332,,culture,culture:gravity,Isaac [MASK] described gravity.,isaac mask described gravity
experiments\03_layerwise_k_structure\data\prompts.csv,294,,294,,culture,culture:gravity,Isaac [MASK] described gravity.,isaac mask described gravity
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,7,bert-base-uncased,7,,capital,capital:italy,Italy's capital city is [MASK].,italy s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,327,distilbert-base-uncased,7,,capital,capital:italy,Italy's capital city is [MASK].,italy s capital city is mask
