model,prompt_id,prompt,target,target_id,topic,fact_id,template_id,prompt_observed_condition,target_rank_final,final_top1_token,final_top1_prob_topk,final_top8_tokens
bert-base-uncased,277,More than one person are called [MASK].,people,2111,plural,plural:person,t1,error,16,up,0.1456176560947765,up out in names here there for that
bert-base-uncased,278,The plural of leaf is [MASK].,leaves,3727,plural,plural:leaf,t0,error,3,leaf,0.6364119034671052,leaf [UNK] leaves root latin plural green e
bert-base-uncased,279,More than one leaf are called [MASK].,leaves,3727,plural,plural:leaf,t1,correct,1,leaves,0.1850353215651346,leaves leaflets flowers seeds fruits fruit species lobes
bert-base-uncased,280,The plural of knife is [MASK].,knives,13227,plural,plural:knife,t0,error,2,knife,0.8101406634906084,knife knives axe blade spear [UNK] dagger sword
bert-base-uncased,281,More than one knife are called [MASK].,knives,13227,plural,plural:knife,t1,correct,1,knives,0.6408991155590513,knives for weapons tools swords in these knife
bert-base-uncased,282,A person who teaches is a [MASK].,teacher,3836,role,role:teaches,t0,correct,1,teacher,0.7670935055118645,teacher student professor leader person scholar christian master
bert-base-uncased,283,Someone who teaches can be called a [MASK].,teacher,3836,role,role:teaches,t1,correct,1,teacher,0.5238218450208296,teacher professor scholar doctor master student leader counselor
bert-base-uncased,284,A person who drives a bus is a [MASK].,driver,4062,role,role:drives_a_bus,t0,correct,1,driver,0.5910202811365509,driver passenger bus person coach child cyclist man
bert-base-uncased,285,Someone who drives a bus can be called a [MASK].,driver,4062,role,role:drives_a_bus,t1,correct,1,driver,0.6009849648031569,driver coach passenger bus taxi cab teacher cop
bert-base-uncased,286,A person who writes books is a [MASK].,author,3166,role,role:writes_books,t0,error,4,writer,0.6543269170655344,writer novelist book author poet person publisher reader
bert-base-uncased,287,Someone who writes books can be called a [MASK].,author,3166,role,role:writes_books,t1,error,5,writer,0.4257155944149689,writer novelist librarian reader author poet teacher publisher
bert-base-uncased,288,A person who studies science is a [MASK].,scientist,7155,role,role:studies_science,t0,correct,1,scientist,0.7225534019485597,scientist physicist biologist science doctor philosopher psychologist researcher
bert-base-uncased,289,Someone who studies science can be called a [MASK].,scientist,7155,role,role:studies_science,t1,correct,1,scientist,0.5287074429503931,scientist doctor biologist professor physicist philosopher psychologist scholar
bert-base-uncased,290,A person who cooks food is a [MASK].,chef,10026,role,role:cooks_food,t0,error,3,cook,0.4101700161058145,cook vegetarian chef baker person meal woman butcher
bert-base-uncased,291,Someone who cooks food can be called a [MASK].,chef,10026,role,role:cooks_food,t1,correct,1,chef,0.4848760468732741,chef cook vegetarian baker waiter butcher housekeeper farmer
bert-base-uncased,292,A person who flies planes is a [MASK].,pilot,4405,role,role:flies_planes,t0,correct,1,pilot,0.7314274115947095,pilot fly plane bird fighter person human glider
bert-base-uncased,293,Someone who flies planes can be called a [MASK].,pilot,4405,role,role:flies_planes,t1,correct,1,pilot,0.871694579819189,pilot fighter fly captain bomber passenger bombardier gunner
bert-base-uncased,294,A person who paints pictures is a [MASK].,artist,3063,role,role:paints_pictures,t0,error,3,painter,0.81100489406432,painter photographer artist person painting sculptor writer poet
bert-base-uncased,295,Someone who paints pictures can be called a [MASK].,artist,3063,role,role:paints_pictures,t1,error,3,painter,0.7555642684785484,painter photographer artist teacher cartoonist model sculptor designer
bert-base-uncased,296,A person who plays music is a [MASK].,musician,5455,role,role:plays_music,t0,correct,1,musician,0.7898932741870148,musician composer performer singer conductor person pianist songwriter
bert-base-uncased,297,Someone who plays music can be called a [MASK].,musician,5455,role,role:plays_music,t1,correct,1,musician,0.6213485764316586,musician pianist composer singer drummer guitarist performer violinist
bert-base-uncased,298,A person who treats patients is a [MASK].,doctor,3460,role,role:treats_patients,t0,correct,1,doctor,0.4419686122345603,doctor physician patient surgeon psychiatrist nurse healer therapist
bert-base-uncased,299,Someone who treats patients can be called a [MASK].,doctor,3460,role,role:treats_patients,t1,correct,1,doctor,0.5698989045257338,doctor nurse specialist psychiatrist physician surgeon consultant healer
bert-base-uncased,300,A person who acts in films is a [MASK].,actor,3364,role,role:acts_in_films,t0,error,7,filmmaker,0.3102778849932002,filmmaker director person performer film producer actor musician
bert-base-uncased,301,Someone who acts in films can be called a [MASK].,actor,3364,role,role:acts_in_films,t1,error,5,director,0.3922088119536827,director filmmaker producer villain actor star performer cop
bert-base-uncased,302,A salmon is a [MASK].,fish,3869,animal_class,animal_class:salmon,t0,correct,1,fish,0.5184755393195022,fish salmon trout fishery river crab food species
bert-base-uncased,303,The salmon is classified as a [MASK].,fish,3869,animal_class,animal_class:salmon,t1,error,8,subspecies,0.2096696587658076,subspecies species fishery salmon trout pest weed fish
bert-base-uncased,304,A trout is a [MASK].,fish,3869,animal_class,animal_class:trout,t0,correct,1,fish,0.5283029554469378,fish trout fishery stream species carp salmon river
bert-base-uncased,305,The trout is classified as a [MASK].,fish,3869,animal_class,animal_class:trout,t1,error,12,subspecies,0.1790581014203445,subspecies fishery species weed trout resident concern predator
bert-base-uncased,306,A sparrow is a [MASK].,bird,4743,animal_class,animal_class:sparrow,t0,correct,1,bird,0.6044671302025911,bird sparrow lark pigeon fly parrot name feather
bert-base-uncased,307,The sparrow is classified as a [MASK].,bird,4743,animal_class,animal_class:sparrow,t1,error,5,subspecies,0.7066031885863469,subspecies vulnerable resident species bird pest hawk migrant
bert-base-uncased,308,A eagle is a [MASK].,bird,4743,animal_class,animal_class:eagle,t0,correct,1,bird,0.7539775128129986,bird symbol flag falcon feather seal dragon lion
bert-base-uncased,309,The eagle is classified as a [MASK].,bird,4743,animal_class,animal_class:eagle,t1,correct,1,bird,0.3531839819037819,bird subspecies lion female male species scout trophy
bert-base-uncased,318,A shark is a [MASK].,fish,3869,animal_class,animal_class:shark,t0,error,2,shark,0.7363982706901435,shark fish predator snake concept bird whale fin
bert-base-uncased,319,The shark is classified as a [MASK].,fish,3869,animal_class,animal_class:shark,t1,error,12,subspecies,0.2997956051196536,subspecies species predator juvenile parasite weed fossil threat
bert-base-uncased,320,A whale is a [MASK].,mammal,25476,animal_class,animal_class:whale,t0,error,2,whale,0.4325547785991792,whale mammal fish dolphin bird shark dog creature
bert-base-uncased,321,The whale is classified as a [MASK].,mammal,25476,animal_class,animal_class:whale,t1,error,3,subspecies,0.3760171144895701,subspecies species mammal predator fossil juvenile male fish
bert-base-uncased,322,A dolphin is a [MASK].,mammal,25476,animal_class,animal_class:dolphin,t0,error,4,dolphin,0.7262349743337358,dolphin fish bird mammal whale shark seal dog
bert-base-uncased,323,The dolphin is classified as a [MASK].,mammal,25476,animal_class,animal_class:dolphin,t1,error,8,subspecies,0.5048456352282633,subspecies species vulnerable endangered resident dolphin hybrid mammal
bert-base-uncased,324,A spider is a [MASK].,insect,14211,animal_class,animal_class:spider,t0,error,96,spider,0.8279514561762891,spider web snake scorpion wasp crab structure noun
bert-base-uncased,325,The spider is classified as a [MASK].,insect,14211,animal_class,animal_class:spider,t1,error,336,subspecies,0.308402867531684,subspecies predator wasp pest male species female mimic
bert-base-uncased,326,Hamlet was written by [MASK].,shakespeare,8101,culture,culture:hamlet,t0,correct,1,shakespeare,0.0989304799718714,shakespeare himself shaw him williams fox smith sullivan
bert-base-uncased,327,The author of Hamlet was [MASK].,shakespeare,8101,culture,culture:hamlet,t1,error,17,unknown,0.2466191027785619,unknown c anonymous b sgt fr not murdered
bert-base-uncased,328,The Mona Lisa was painted by [MASK].,leonardo,14720,culture,culture:mona_lisa,t0,error,11,raphael,0.3737801651536775,raphael fr him c her michelangelo himself vinci
bert-base-uncased,329,[MASK] painted the Mona Lisa.,leonardo,14720,culture,culture:mona_lisa,t1,error,26,he,0.6460953966342682,he she i they and raphael michelangelo who
bert-base-uncased,330,The theory of relativity is associated with [MASK].,einstein,15313,culture,culture:relativity,t0,error,10,it,0.2390046791010054,it this relativity gravity consciousness him them symmetry
bert-base-uncased,331,[MASK] is famous for relativity.,einstein,15313,culture,culture:relativity,t1,error,3,it,0.7882360772879995,it he einstein she paris israel france this
bert-base-uncased,332,Isaac [MASK] described gravity.,newton,8446,culture,culture:gravity,t0,correct,1,newton,0.9980569732642568,newton ##son watts hamilton ##s einstein first stern
bert-base-uncased,333,Gravity is famously linked to Newton and the apple; his surname was [MASK].,newton,8446,culture,culture:gravity,t1,correct,1,newton,0.8498572769446309,newton einstein james adam kepler mars maxwell arthur
bert-base-uncased,334,Romeo and [MASK] are Shakespeare characters.,juliet,13707,culture,culture:romeo,t0,correct,1,juliet,0.9978614565314378,juliet juliette hamlet heroine julia fletcher romeo delilah
bert-base-uncased,335,The title pair is Romeo and [MASK].,juliet,13707,culture,culture:romeo,t1,correct,1,juliet,0.9978902661666292,juliet juliette julia hamlet heroine delilah mia cleopatra
bert-base-uncased,336,Sherlock [MASK] is a fictional detective.,holmes,9106,culture,culture:sherlock,t0,correct,1,holmes,0.997688056726872,holmes watson jones sherlock arnold smith hound clarke
bert-base-uncased,337,The detective Sherlock has surname [MASK].,holmes,9106,culture,culture:sherlock,t1,error,12,##s,0.914985899838599,##s watson ##d variations characters variants letters plates
bert-base-uncased,338,The Odyssey is attributed to [MASK].,homer,11525,culture,culture:odyssey,t0,error,3,him,0.5716358763883916,him c homer her alexander them fr aristotle
bert-base-uncased,339,[MASK] is traditionally credited with the Odyssey.,homer,11525,culture,culture:odyssey,t1,error,2,he,0.8390977732722684,he homer she aristotle plato it paul alexander
bert-base-uncased,340,Charles Darwin is associated with [MASK].,evolution,6622,culture,culture:darwin,t0,error,25,it,0.2615623608460574,it him her them france england christianity britain
bert-base-uncased,341,Darwin is famous for the theory of [MASK].,evolution,6622,culture,culture:darwin,t1,correct,1,evolution,0.8561628543906125,evolution species life relativity man sex animals selection
bert-base-uncased,342,Grass is usually [MASK].,green,2665,common,common:grass,t0,error,5,present,0.2114322983111324,present preferred abundant eaten green cultivated used available
bert-base-uncased,343,The usual color of grass is [MASK].,green,2665,common,common:grass,t1,error,4,red,0.1876038444878285,red yellow white green black brown orange gray
bert-base-uncased,344,The sky is often [MASK].,blue,2630,common,common:sky,t0,error,2,clear,0.2072950652172247,clear blue cloudy dark grey black gray white
bert-base-uncased,345,The usual color of a clear sky is [MASK].,blue,2630,common,common:sky,t1,correct,1,blue,0.3117741862750746,blue white orange red gray purple yellow black
bert-base-uncased,346,People drink coffee from a [MASK].,cup,2452,common,common:coffee,t0,error,2,machine,0.1650090688027264,machine cup cafe table pot mug bar can
bert-base-uncased,347,A common container for coffee is a [MASK].,cup,2452,common,common:coffee,t1,correct,1,cup,0.3571103868975274,cup mug jar container bottle can spoon pitcher
bert-base-uncased,348,People usually sleep in a [MASK].,bed,2793,common,common:sleep,t0,error,2,tent,0.2055563334844641,tent bed car coffin room cave box trailer
bert-base-uncased,349,A person sleeps in a [MASK].,bed,2793,common,common:sleep,t1,correct,1,bed,0.2771904111235851,bed coffin room cave tent chair cell car
bert-base-uncased,350,Fish usually swim in [MASK].,water,2300,common,common:fish_swim,t0,correct,1,water,0.2312436345526587,water pairs groups rivers streams packs circles unison
bert-base-uncased,351,[MASK] is where fish swim.,water,2300,common,common:fish_swim,t1,error,6,this,0.6003940634826748,this it that here there water which where
bert-base-uncased,352,Bread is made from [MASK].,flour,13724,common,common:bread,t0,error,2,wheat,0.1583468801052912,wheat flour rye dough butter yeast honey milk
bert-base-uncased,353,[MASK] is a main ingredient in bread.,flour,13724,common,common:bread,t1,error,8,it,0.8181959204572757,it butter this garlic salt bread cheese flour
bert-base-uncased,354,Milk often comes from a [MASK].,cow,11190,common,common:milk,t0,correct,1,cow,0.1585171496548681,cow bottle well jug refrigerator fridge pot bowl
bert-base-uncased,355,A [MASK] produces milk.,cow,11190,common,common:milk,t1,correct,1,cow,0.7151809536568766,cow dairy farm mill family farmer village goat
bert-base-uncased,356,A rose is a [MASK].,flower,6546,common,common:rose,t0,correct,1,flower,0.6288788326892982,flower rose plant poem word symbol name daisy
bert-base-uncased,357,The rose is a kind of [MASK].,flower,6546,common,common:rose,t1,correct,1,flower,0.5775400584356681,flower rose jewel beauty garden lily symbol angel
distilbert-base-uncased,0,The capital of France is [MASK].,paris,3000,capital,capital:france,t0,error,4,marseille,0.152568065144161,marseille nantes toulouse paris lyon bordeaux lille montpellier
distilbert-base-uncased,1,France's capital city is [MASK].,paris,3000,capital,capital:france,t1,correct,1,paris,0.1676741791589899,paris lyon marseille nantes lille toulouse bordeaux nancy
distilbert-base-uncased,2,"In France, the capital city is [MASK].",paris,3000,capital,capital:france,t2,correct,1,paris,0.1365506643908051,paris lyon nantes marseille bordeaux rouen toulouse lille
distilbert-base-uncased,3,The capital of Germany is [MASK].,berlin,4068,capital,capital:germany,t0,error,5,bonn,0.1594159202399774,bonn frankfurt kassel dusseldorf berlin munich dresden cologne
distilbert-base-uncased,4,Germany's capital city is [MASK].,berlin,4068,capital,capital:germany,t1,error,2,bonn,0.1621287651016737,bonn berlin munich dusseldorf frankfurt dresden leipzig stuttgart
distilbert-base-uncased,5,"In Germany, the capital city is [MASK].",berlin,4068,capital,capital:germany,t2,error,7,bonn,0.0968433330773471,bonn kassel dusseldorf frankfurt munich darmstadt berlin dresden
distilbert-base-uncased,6,The capital of Italy is [MASK].,rome,4199,capital,capital:italy,t0,error,4,turin,0.1891806119516879,turin florence naples rome bologna milan pisa palermo
distilbert-base-uncased,7,Italy's capital city is [MASK].,rome,4199,capital,capital:italy,t1,error,2,turin,0.1948236253652487,turin rome milan florence naples bologna palermo trieste
distilbert-base-uncased,8,"In Italy, the capital city is [MASK].",rome,4199,capital,capital:italy,t2,error,3,turin,0.1620776376198388,turin florence rome milan naples bologna genoa pisa
distilbert-base-uncased,9,The capital of Spain is [MASK].,madrid,6921,capital,capital:spain,t0,correct,1,madrid,0.4174126241720587,madrid seville barcelona zaragoza valencia malaga bilbao salamanca
distilbert-base-uncased,10,Spain's capital city is [MASK].,madrid,6921,capital,capital:spain,t1,correct,1,madrid,0.4318147668455334,madrid seville malaga barcelona zaragoza valencia granada bilbao
distilbert-base-uncased,11,"In Spain, the capital city is [MASK].",madrid,6921,capital,capital:spain,t2,correct,1,madrid,0.2353855176338001,madrid seville zaragoza valencia malaga barcelona bilbao salamanca
distilbert-base-uncased,12,The capital of Japan is [MASK].,tokyo,5522,capital,capital:japan,t0,correct,1,tokyo,0.3394977509786582,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima
distilbert-base-uncased,13,Japan's capital city is [MASK].,tokyo,5522,capital,capital:japan,t1,correct,1,tokyo,0.3876364622970841,tokyo osaka kyoto kobe nagoya fukuoka nagasaki yokohama
distilbert-base-uncased,14,"In Japan, the capital city is [MASK].",tokyo,5522,capital,capital:japan,t2,correct,1,tokyo,0.2920188662364102,tokyo kyoto osaka kobe nagoya fukuoka yokohama kochi
distilbert-base-uncased,15,The capital of China is [MASK].,beijing,7211,capital,capital:china,t0,correct,1,beijing,0.5267209355385849,beijing nanjing guangzhou tianjin shanghai shenzhen peking taipei
distilbert-base-uncased,16,China's capital city is [MASK].,beijing,7211,capital,capital:china,t1,correct,1,beijing,0.5847508699996897,beijing nanjing guangzhou tianjin shanghai shenzhen peking taipei
distilbert-base-uncased,17,"In China, the capital city is [MASK].",beijing,7211,capital,capital:china,t2,correct,1,beijing,0.4077749768603069,beijing nanjing guangzhou tianjin shenzhen shanghai peking taipei
distilbert-base-uncased,18,The capital of Russia is [MASK].,moscow,4924,capital,capital:russia,t0,correct,1,moscow,0.5236685512402838,moscow kazan kiev leningrad vladimir tbilisi sofia riga
distilbert-base-uncased,19,Russia's capital city is [MASK].,moscow,4924,capital,capital:russia,t1,correct,1,moscow,0.7780937210000582,moscow kazan vladimir leningrad kiev sofia tbilisi helsinki
distilbert-base-uncased,20,"In Russia, the capital city is [MASK].",moscow,4924,capital,capital:russia,t2,correct,1,moscow,0.6162054131337873,moscow kazan vladimir leningrad novgorod petersburg kiev tbilisi
distilbert-base-uncased,21,The capital of Egypt is [MASK].,cairo,11096,capital,capital:egypt,t0,correct,1,cairo,0.6441172826492626,cairo alexandria egypt tunis suez acre memphis constantine
distilbert-base-uncased,22,Egypt's capital city is [MASK].,cairo,11096,capital,capital:egypt,t1,correct,1,cairo,0.8148813868836984,cairo alexandria egypt suez tunis acre mecca male
distilbert-base-uncased,23,"In Egypt, the capital city is [MASK].",cairo,11096,capital,capital:egypt,t2,correct,1,cairo,0.6218687683504538,cairo alexandria suez egypt tunis memphis acre constantine
distilbert-base-uncased,24,The capital of Greece is [MASK].,athens,7571,capital,capital:greece,t0,correct,1,athens,0.5986254470487338,athens thessaloniki olympia crete rhodes tirana sofia sparta
distilbert-base-uncased,25,Greece's capital city is [MASK].,athens,7571,capital,capital:greece,t1,correct,1,athens,0.6174033736533484,athens thessaloniki olympia rhodes skopje sparta crete sofia
distilbert-base-uncased,26,"In Greece, the capital city is [MASK].",athens,7571,capital,capital:greece,t2,correct,1,athens,0.5346213487158427,athens thessaloniki olympia rhodes sparta crete constantinople tripoli
distilbert-base-uncased,27,The capital of Portugal is [MASK].,lisbon,11929,capital,capital:portugal,t0,correct,1,lisbon,0.7668430726147983,lisbon porto benfica madeira maia almeida portugal acre
distilbert-base-uncased,28,Portugal's capital city is [MASK].,lisbon,11929,capital,capital:portugal,t1,correct,1,lisbon,0.7703462617503384,lisbon porto benfica maia portugal madeira almeida fatima
distilbert-base-uncased,29,"In Portugal, the capital city is [MASK].",lisbon,11929,capital,capital:portugal,t2,correct,1,lisbon,0.6341144045963625,lisbon porto benfica maia madeira vila almeida fatima
distilbert-base-uncased,30,The capital of Austria is [MASK].,vienna,6004,capital,capital:austria,t0,correct,1,vienna,0.6216912234002145,vienna innsbruck graz salzburg wien austria ljubljana trieste
distilbert-base-uncased,31,Austria's capital city is [MASK].,vienna,6004,capital,capital:austria,t1,correct,1,vienna,0.6663827938476691,vienna graz innsbruck salzburg wien ljubljana budapest trieste
distilbert-base-uncased,32,"In Austria, the capital city is [MASK].",vienna,6004,capital,capital:austria,t2,correct,1,vienna,0.452925960917926,vienna innsbruck graz salzburg wien ljubljana trieste austria
distilbert-base-uncased,33,The capital of Belgium is [MASK].,brussels,9371,capital,capital:belgium,t0,correct,1,brussels,0.6799351318786164,brussels antwerp liege ghent mons belgium luxembourg flanders
distilbert-base-uncased,34,Belgium's capital city is [MASK].,brussels,9371,capital,capital:belgium,t1,correct,1,brussels,0.631554333312901,brussels antwerp ghent liege mons belgium luxembourg lille
distilbert-base-uncased,35,"In Belgium, the capital city is [MASK].",brussels,9371,capital,capital:belgium,t2,correct,1,brussels,0.5260140596748584,brussels antwerp ghent liege mons luxembourg belgium flanders
distilbert-base-uncased,36,The capital of Finland is [MASK].,helsinki,12331,capital,capital:finland,t0,correct,1,helsinki,0.995977947239732,helsinki tallinn finland stockholm nokia finnish gothenburg rai
distilbert-base-uncased,37,Finland's capital city is [MASK].,helsinki,12331,capital,capital:finland,t1,correct,1,helsinki,0.999007742222508,helsinki tallinn finland stockholm rai nokia hamilton finnish
distilbert-base-uncased,38,"In Finland, the capital city is [MASK].",helsinki,12331,capital,capital:finland,t2,correct,1,helsinki,0.9980837757300082,helsinki tallinn finland stockholm finnish nokia rai gothenburg
distilbert-base-uncased,39,The capital of Norway is [MASK].,oslo,9977,capital,capital:norway,t0,correct,1,oslo,0.7446061837319278,oslo trondheim bergen rana moss norway lille nes
distilbert-base-uncased,40,Norway's capital city is [MASK].,oslo,9977,capital,capital:norway,t1,correct,1,oslo,0.800796064939256,oslo trondheim bergen lille norway helsinki voss moss
distilbert-base-uncased,41,"In Norway, the capital city is [MASK].",oslo,9977,capital,capital:norway,t2,correct,1,oslo,0.6803683662191103,oslo trondheim bergen rana lille nes moss voss
distilbert-base-uncased,42,The capital of Sweden is [MASK].,stockholm,8947,capital,capital:sweden,t0,correct,1,stockholm,0.3969524492686799,stockholm gothenburg malmo uppsala lund helsinki oslo sweden
distilbert-base-uncased,43,Sweden's capital city is [MASK].,stockholm,8947,capital,capital:sweden,t1,correct,1,stockholm,0.5111264047542026,stockholm gothenburg malmo uppsala lund helsinki oslo sweden
distilbert-base-uncased,44,"In Sweden, the capital city is [MASK].",stockholm,8947,capital,capital:sweden,t2,correct,1,stockholm,0.3478392590897935,stockholm gothenburg malmo uppsala lund helsinki oslo mora
distilbert-base-uncased,45,The capital of Poland is [MASK].,warsaw,8199,capital,capital:poland,t0,error,4,wrocław,0.2786199061193936,wrocław gdansk poznan warsaw krakow łodz lublin vilnius
distilbert-base-uncased,46,Poland's capital city is [MASK].,warsaw,8199,capital,capital:poland,t1,error,2,wrocław,0.2889110015186216,wrocław warsaw poznan krakow gdansk łodz lublin lviv
distilbert-base-uncased,47,"In Poland, the capital city is [MASK].",warsaw,8199,capital,capital:poland,t2,error,5,wrocław,0.2665490868212907,wrocław krakow poznan gdansk warsaw łodz lublin vilnius
distilbert-base-uncased,48,The capital of Hungary is [MASK].,budapest,10926,capital,capital:hungary,t0,correct,1,budapest,0.9378831706792048,budapest pest bratislava hungary vienna bala bela aba
distilbert-base-uncased,49,Hungary's capital city is [MASK].,budapest,10926,capital,capital:hungary,t1,correct,1,budapest,0.9917210031601572,budapest pest bratislava vienna hungary bela bala graz
distilbert-base-uncased,50,"In Hungary, the capital city is [MASK].",budapest,10926,capital,capital:hungary,t2,correct,1,budapest,0.9573453087223948,budapest pest bratislava hungary vienna bela bala aba
distilbert-base-uncased,51,The capital of Romania is [MASK].,bucharest,14261,capital,capital:romania,t0,correct,1,bucharest,0.9763995294521752,bucharest tirana budapest sofia tallinn transylvania belgrade ruse
distilbert-base-uncased,52,Romania's capital city is [MASK].,bucharest,14261,capital,capital:romania,t1,correct,1,bucharest,0.9899269909648778,bucharest sofia budapest tallinn tirana belgrade bender concordia
distilbert-base-uncased,53,"In Romania, the capital city is [MASK].",bucharest,14261,capital,capital:romania,t2,correct,1,bucharest,0.9830352144061588,bucharest concordia alba transylvania bender sofia budapest pest
distilbert-base-uncased,54,The capital of Bulgaria is [MASK].,sofia,8755,capital,capital:bulgaria,t0,correct,1,sofia,0.9316444150742672,sofia ruse bulgaria skopje thessaloniki bulgarian constantine montana
distilbert-base-uncased,55,Bulgaria's capital city is [MASK].,sofia,8755,capital,capital:bulgaria,t1,correct,1,sofia,0.9750693660845522,sofia ruse skopje thessaloniki bulgaria constantine kiev bucharest
distilbert-base-uncased,56,"In Bulgaria, the capital city is [MASK].",sofia,8755,capital,capital:bulgaria,t2,correct,1,sofia,0.938073262702043,sofia ruse skopje bulgaria thessaloniki bulgarian constantine montana
distilbert-base-uncased,57,The capital of Serbia is [MASK].,belgrade,10291,capital,capital:serbia,t0,correct,1,belgrade,0.9808382227654712,belgrade serbia skopje sarajevo ruse zagreb sofia novi
distilbert-base-uncased,58,Serbia's capital city is [MASK].,belgrade,10291,capital,capital:serbia,t1,correct,1,belgrade,0.9891503107373354,belgrade skopje serbia sarajevo sofia zagreb thessaloniki bratislava
distilbert-base-uncased,59,"In Serbia, the capital city is [MASK].",belgrade,10291,capital,capital:serbia,t2,correct,1,belgrade,0.9793050896493556,belgrade skopje serbia sarajevo zagreb novi sofia ruse
distilbert-base-uncased,60,The capital of Croatia is [MASK].,zagreb,12974,capital,capital:croatia,t0,correct,1,zagreb,0.963062697103075,zagreb split croatia belgrade ljubljana sarajevo bled croatian
distilbert-base-uncased,61,Croatia's capital city is [MASK].,zagreb,12974,capital,capital:croatia,t1,correct,1,zagreb,0.9623156978693476,zagreb split ljubljana belgrade croatia sarajevo bled vienna
distilbert-base-uncased,62,"In Croatia, the capital city is [MASK].",zagreb,12974,capital,capital:croatia,t2,correct,1,zagreb,0.9059089626545273,zagreb split ljubljana croatia belgrade sarajevo novi bled
distilbert-base-uncased,63,The capital of Turkey is [MASK].,ankara,20312,capital,capital:turkey,t0,correct,1,ankara,0.7463341745087575,ankara istanbul constantinople batman kazan yerevan turkey constantine
distilbert-base-uncased,64,Turkey's capital city is [MASK].,ankara,20312,capital,capital:turkey,t1,correct,1,ankara,0.7074168628075013,ankara istanbul constantinople batman kazan yerevan bender thessaloniki
distilbert-base-uncased,65,"In Turkey, the capital city is [MASK].",ankara,20312,capital,capital:turkey,t2,correct,1,ankara,0.5849129527332502,ankara istanbul constantinople batman kazan van ada yerevan
distilbert-base-uncased,66,The capital of Iran is [MASK].,tehran,13503,capital,capital:iran,t0,correct,1,tehran,0.8894876146138277,tehran kerman ##fahan iran baghdad kabul yerevan baku
distilbert-base-uncased,67,Iran's capital city is [MASK].,tehran,13503,capital,capital:iran,t1,correct,1,tehran,0.9656110922048776,tehran kerman ##fahan iran yerevan kabul baghdad baku
distilbert-base-uncased,68,"In Iran, the capital city is [MASK].",tehran,13503,capital,capital:iran,t2,correct,1,tehran,0.880380217258479,tehran kerman ##fahan baghdad kabul khorasan iran yerevan
distilbert-base-uncased,69,The capital of Iraq is [MASK].,baghdad,13952,capital,capital:iraq,t0,correct,1,baghdad,0.9832295242994712,baghdad iraq amman kurdistan kuwait saddam tehran damascus
distilbert-base-uncased,70,Iraq's capital city is [MASK].,baghdad,13952,capital,capital:iraq,t1,correct,1,baghdad,0.9930154574035658,baghdad amman iraq tehran saddam kurdistan aleppo damascus
distilbert-base-uncased,71,"In Iraq, the capital city is [MASK].",baghdad,13952,capital,capital:iraq,t2,correct,1,baghdad,0.9851485275431312,baghdad amman iraq saddam aleppo kurdistan damascus tehran
distilbert-base-uncased,72,The capital of Syria is [MASK].,damascus,16094,capital,capital:syria,t0,correct,1,damascus,0.6992535760258797,damascus aleppo beirut amman acre baghdad antioch syria
distilbert-base-uncased,73,Syria's capital city is [MASK].,damascus,16094,capital,capital:syria,t1,correct,1,damascus,0.68877279785602,damascus aleppo acre beirut amman baghdad antioch tyre
distilbert-base-uncased,74,"In Syria, the capital city is [MASK].",damascus,16094,capital,capital:syria,t2,correct,1,damascus,0.5155855050246256,damascus aleppo beirut tyre amman acre antioch baghdad
distilbert-base-uncased,75,The capital of Jordan is [MASK].,amman,25703,capital,capital:jordan,t0,correct,1,amman,0.988819593533483,amman jordan hussein damascus jordanian nazareth ras jerusalem
distilbert-base-uncased,76,Jordan's capital city is [MASK].,amman,25703,capital,capital:jordan,t1,correct,1,amman,0.9946959914775638,amman jordan hussein damascus doha baghdad petra jerusalem
distilbert-base-uncased,77,"In Jordan, the capital city is [MASK].",amman,25703,capital,capital:jordan,t2,correct,1,amman,0.9936529769944588,amman jordan damascus hussein doha petra ras beirut
distilbert-base-uncased,78,The capital of Lebanon is [MASK].,beirut,15335,capital,capital:lebanon,t0,correct,1,beirut,0.9592441821295072,beirut tyre tripoli damascus lebanon acre haifa aleppo
distilbert-base-uncased,79,Lebanon's capital city is [MASK].,beirut,15335,capital,capital:lebanon,t1,correct,1,beirut,0.9564264186415108,beirut tyre tripoli damascus acre lebanon haifa bethlehem
distilbert-base-uncased,80,"In Lebanon, the capital city is [MASK].",beirut,15335,capital,capital:lebanon,t2,correct,1,beirut,0.9358272040004226,beirut tyre tripoli damascus acre lebanon aleppo haifa
distilbert-base-uncased,81,The capital of Thailand is [MASK].,bangkok,12627,capital,capital:thailand,t0,correct,1,bangkok,0.994527272421446,bangkok thailand mai siam thai chiang hanoi rai
distilbert-base-uncased,82,Thailand's capital city is [MASK].,bangkok,12627,capital,capital:thailand,t1,correct,1,bangkok,0.9984808913105756,bangkok thailand mai hanoi siam moscow chiang thai
distilbert-base-uncased,83,"In Thailand, the capital city is [MASK].",bangkok,12627,capital,capital:thailand,t2,correct,1,bangkok,0.9905058680805628,bangkok mai thailand hanoi wat thai siam rai
distilbert-base-uncased,84,The capital of Vietnam is [MASK].,hanoi,24809,capital,capital:vietnam,t0,correct,1,hanoi,0.8858282579412363,hanoi saigon hue vietnam nam bangkok nguyen paris
