model,layer,subspace,scalar_distance_z,rho_abs_diff,left_prompt_id,right_prompt_id,left_condition,right_condition,left_rho,right_rho,left_prompt,right_prompt,left_target,right_target,left_final_top1,right_final_top1,left_final_top8,right_final_top8,left_entropy_topk,right_entropy_topk,absdiff_entropy_topk,left_varentropy_topk,right_varentropy_topk,absdiff_varentropy_topk,left_trace_fim,right_trace_fim,absdiff_trace_fim,left_grad_norm_sq,right_grad_norm_sq,absdiff_grad_norm_sq,left_top1_prob_topk_layer,right_top1_prob_topk_layer,absdiff_top1_prob_topk_layer
distilbert-base-uncased,6,state_1d,0.022528205442525928,0.8778197655862499,88,335,correct,correct,0.9763441694580608,0.098524403871811,Peru's capital city is [MASK].,The title pair is Romeo and [MASK].,lima,juliet,lima,juliet,lima concepcion peru santiago bogota mendoza cordoba toledo,juliet juliette delilah venus cleopatra romeo julia judy,0.0278121721977505,0.0386948069343097,0.010882634736559198,0.1946847949956908,0.2010223556514461,0.006337560655755303,3.0925082559246284e-05,2.8538081203078163e-06,2.807127443893847e-05,5.878220039234957e-06,5.652140424018228e-08,5.8216986349947746e-06,0.9967762867492798,0.9942566196425214,0.0025196671067583276
distilbert-base-uncased,6,state_1d,0.4387527260871942,0.8775708227970085,335,336,correct,correct,0.098524403871811,0.9760952266688194,The title pair is Romeo and [MASK].,Sherlock [MASK] is a fictional detective.,juliet,holmes,juliet,holmes,juliet juliette delilah venus cleopatra romeo julia judy,holmes watson doyle sherlock jones frost baker hyde,0.0386948069343097,0.0810815293259331,0.0423867223916234,0.2010223556514461,0.5373527272395586,0.3363303715881125,2.8538081203078163e-06,0.0002984794472403,0.0002956256391199922,5.652140424018228e-08,0.0001565546884054,0.0001564981670011598,0.9942566196425214,0.9903212691393408,0.003935350503180612
bert-base-uncased,12,state_1d,0.34074266676934467,0.8773116076260535,60,210,correct,correct,0.9850241433779372,0.1077125357518837,The capital of Croatia is [MASK].,The nearest star to Earth is the [MASK].,zagreb,sun,zagreb,sun,zagreb split ljubljana belgrade croatia sarajevo croatian bled,sun moon sirius earth vega ira star aurora,0.2306506540189912,0.2216397329422926,0.009010921076698597,0.5305894315374443,0.81952995311164,0.2889405215741957,5.899002328695687e-05,1.4843905132948986e-05,4.4146118154007886e-05,3.083074635361897e-05,1.3103256770511469e-06,2.9520420676567825e-05,0.9422632070878376,0.9564272389272648,0.01416403183942716
distilbert-base-uncased,6,state_1d,0.3174291641303645,0.8765848332344777,70,334,correct,correct,0.9486234779222008,0.0720386446877231,Iraq's capital city is [MASK].,Romeo and [MASK] are Shakespeare characters.,baghdad,juliet,baghdad,juliet,baghdad amman iraq tehran saddam kurdistan aleppo damascus,juliet juliette hamlet venus cleopatra julia romeo delilah,0.0595693797541295,0.0217795544482174,0.0377898253059121,0.4037044646286234,0.139531376188938,0.26417308843968546,8.289300003822044e-05,3.1121240171976543e-06,7.978087602102278e-05,3.1744996179540035e-05,3.128198521180066e-08,3.1713714194328236e-05,0.9930154902841573,0.9972879379824976,0.0042724476983403425
distilbert-base-uncased,6,delta_1d,0.3498391529844477,0.8586448860641148,80,87,correct,correct,0.0078418000397694,0.8664866861038842,"In Lebanon, the capital city is [MASK].",The capital of Peru is [MASK].,beirut,lima,beirut,lima,beirut tyre tripoli damascus acre lebanon aleppo haifa,lima concepcion santiago peru cordoba bogota bolivar mendoza,0.3305782634486707,0.1708363271190351,0.1597419363296356,1.161418639578046,0.9207633164615182,0.2406553231165277,0.0012398035801714,0.0007318901705424,0.0005079134096289999,1.1291650874467108e-05,0.000583923316146,0.0005726316652715328,0.9358275108803464,0.9760570428040614,0.04022953192371492
distilbert-base-uncased,6,delta_1d,0.53663697877367,0.8527856713938717,55,87,correct,correct,0.0137010147100125,0.8664866861038842,Bulgaria's capital city is [MASK].,The capital of Peru is [MASK].,sofia,lima,sofia,lima,sofia ruse skopje thessaloniki bulgaria constantine kiev bucharest,lima concepcion santiago peru cordoba bogota bolivar mendoza,0.1289882004963202,0.1708363271190351,0.04184812662271489,0.4678289158967925,0.9207633164615182,0.4529344005647257,0.0002574980005054,0.0007318901705424,0.00047439217003699996,1.650492879834209e-06,0.000583923316146,0.0005822728232661657,0.9750692085394064,0.9760570428040614,0.0009878342646549854
distilbert-base-uncased,6,delta_1d,0.5005893083827739,0.8473875399411882,87,332,correct,correct,0.8664866861038842,0.019099146162696,The capital of Peru is [MASK].,Isaac [MASK] described gravity.,lima,newton,lima,newton,lima concepcion santiago peru cordoba bogota bolivar mendoza,newton watts einstein ##son kepler darwin galileo marsden,0.1708363271190351,0.07179494511498,0.0990413820040551,0.9207633164615182,0.5074025059824584,0.4133608104790598,0.0007318901705424,0.000152708672202,0.0005791814983404,0.000583923316146,1.4798928131655709e-06,0.0005824434233328344,0.9760570428040614,0.9919733873589612,0.015916344554899875
distilbert-base-uncased,6,delta_1d,0.39436719268834947,0.8440519085464697,84,87,correct,correct,0.0224347775574145,0.8664866861038842,The capital of Vietnam is [MASK].,The capital of Peru is [MASK].,hanoi,lima,hanoi,lima,hanoi saigon hue vietnam nam bangkok nguyen paris,lima concepcion santiago peru cordoba bogota bolivar mendoza,0.4356317865037494,0.1708363271190351,0.26479545938471427,0.9535109652980174,0.9207633164615182,0.032747648836499166,0.0003192621411161,0.0007318901705424,0.0004126280294263,6.8295939152082285e-06,0.000583923316146,0.0005770937222307918,0.8858285543223824,0.9760570428040614,0.09022848848167897
bert-base-uncased,10,state_1d,0.1136183772100812,0.8388981578124899,334,336,correct,correct,0.0097076988755848,0.8486058566880746,Romeo and [MASK] are Shakespeare characters.,Sherlock [MASK] is a fictional detective.,juliet,holmes,juliet,holmes,juliet juliette hamlet heroine julia fletcher romeo delilah,holmes watson jones sherlock arnold smith hound clarke,0.020225191769985,0.0332472860716914,0.013022094301706397,0.1656484754216285,0.2632607814217454,0.09761230600011692,1.4973059461094826e-07,1.742897613838195e-06,1.5931670192272468e-06,2.407766062722319e-10,3.893714156334805e-07,3.8913063902720827e-07,0.9979734868126116,0.9965966438259608,0.0013768429866507503
distilbert-base-uncased,6,delta_1d,0.16898577765851994,0.8351419693427236,52,55,correct,correct,0.8488429840527361,0.0137010147100125,Romania's capital city is [MASK].,Bulgaria's capital city is [MASK].,bucharest,sofia,bucharest,sofia,bucharest sofia budapest tallinn tirana belgrade bender concordia,sofia ruse skopje thessaloniki bulgaria constantine kiev bucharest,0.0861767302948013,0.1289882004963202,0.0428114702015189,0.5781546458422195,0.4678289158967925,0.11032572994542705,0.0015938365806844,0.0002574980005054,0.001336338580179,0.0007821952485498,1.650492879834209e-06,0.0007805447556699657,0.9899270076234624,0.9750692085394064,0.014857799084056045
distilbert-base-uncased,6,delta_1d,0.5221383304005129,0.8306276138505326,87,91,correct,correct,0.8664866861038842,0.0358590722533516,The capital of Peru is [MASK].,Chile's capital city is [MASK].,lima,santiago,lima,santiago,lima concepcion santiago peru cordoba bogota bolivar mendoza,santiago concepcion chile lima montevideo mendoza colon rosario,0.1708363271190351,0.3801862810753165,0.2093499539562814,0.9207633164615182,0.6071025708875003,0.3136607455740179,0.0007318901705424,0.0002421158512609,0.0004897743192815,0.000583923316146,5.270894756610368e-06,0.0005786524213893896,0.9760570428040614,0.8836876949697925,0.09236934783426887
distilbert-base-uncased,6,delta_1d,0.1257464388501805,0.82974383789004,52,332,correct,correct,0.8488429840527361,0.019099146162696,Romania's capital city is [MASK].,Isaac [MASK] described gravity.,bucharest,newton,bucharest,newton,bucharest sofia budapest tallinn tirana belgrade bender concordia,newton watts einstein ##son kepler darwin galileo marsden,0.0861767302948013,0.07179494511498,0.014381785179821305,0.5781546458422195,0.5074025059824584,0.07075213985976114,0.0015938365806844,0.000152708672202,0.0014411279084824,0.0007821952485498,1.4798928131655709e-06,0.0007807153557366343,0.9899270076234624,0.9919733873589612,0.0020463797354988156
bert-base-uncased,10,delta_1d,0.23033493974226266,0.8230899402707201,336,337,correct,error,0.826654760366779,0.0035648200960588,Sherlock [MASK] is a fictional detective.,The detective Sherlock has surname [MASK].,holmes,holmes,holmes,##s,holmes watson jones sherlock arnold smith hound clarke,##s watson ##d variations characters variants letters plates,0.0332472860716914,0.0037511269230375,0.029496159148653896,0.2632607814217454,0.0387666020618586,0.2244941793598868,0.0003147727446733,3.263523926998184e-06,0.00031150922074630184,6.850266350944318e-05,4.510058288823185e-10,6.850221250361429e-05,0.9965966438259608,0.9996924574780862,0.003095813652125412
distilbert-base-uncased,6,delta_1d,0.3078025520937548,0.8228864082115246,67,87,correct,correct,0.0436002778923596,0.8664866861038842,Iran's capital city is [MASK].,The capital of Peru is [MASK].,tehran,lima,tehran,lima,tehran kerman ##fahan iran yerevan kabul baghdad baku,lima concepcion santiago peru cordoba bogota bolivar mendoza,0.1793644270467957,0.1708363271190351,0.008528099927760602,0.6632511404860676,0.9207633164615182,0.2575121759754506,0.0002759523380665,0.0007318901705424,0.00045593783247589996,7.979971509735882e-06,0.000583923316146,0.0005759433446362641,0.9656113707313502,0.9760570428040614,0.010445672072711187
distilbert-base-uncased,6,delta_1d,0.5193274996642018,0.8203871489013612,60,335,correct,correct,0.0979398448751302,0.9183269937764914,The capital of Croatia is [MASK].,The title pair is Romeo and [MASK].,zagreb,juliet,zagreb,juliet,zagreb split croatia belgrade ljubljana sarajevo bled croatian,juliet juliette delilah venus cleopatra romeo julia judy,0.1816277677009566,0.0386948069343097,0.1429329607666469,0.6145352390740318,0.2010223556514461,0.41351288342258574,0.0012290960861926,0.0002735121151934,0.0009555839709992,7.397620346219831e-05,5.049150040845143e-05,2.348470305374688e-05,0.9630627671185924,0.9942566196425214,0.031193852523929033
distilbert-base-uncased,6,delta_1d,0.24825049668642055,0.8199646046229686,51,80,correct,correct,0.827806404662738,0.0078418000397694,The capital of Romania is [MASK].,"In Lebanon, the capital city is [MASK].",bucharest,beirut,bucharest,beirut,bucharest tirana budapest sofia tallinn transylvania belgrade ruse,beirut tyre tripoli damascus acre lebanon aleppo haifa,0.1825892038430549,0.3305782634486707,0.14798905960561579,1.0613154811268233,1.161418639578046,0.10010315845122264,0.0022614189854097,0.0012398035801714,0.0010216154052383,0.0019868007501231,1.1291650874467108e-05,0.0019755090992486326,0.9763995903441384,0.9358275108803464,0.04057207946379193
distilbert-base-uncased,6,delta_1d,0.5001953241254123,0.8149002385455442,80,85,correct,correct,0.0078418000397694,0.8227420385853136,"In Lebanon, the capital city is [MASK].",Vietnam's capital city is [MASK].,beirut,hanoi,beirut,hanoi,beirut tyre tripoli damascus acre lebanon aleppo haifa,hanoi saigon hue vietnam bangkok nam paris nguyen,0.3305782634486707,0.2990550836559646,0.03152317979270608,1.161418639578046,0.7408778265810897,0.4205408129969562,0.0012398035801714,0.0003540726328752,0.0008857309472962,1.1291650874467108e-05,0.0002158254454838,0.00020453379460933288,0.9358275108803464,0.9284393943160912,0.007388116564255198
distilbert-base-uncased,6,delta_1d,0.45985727355898165,0.8129839117993845,52,91,correct,correct,0.8488429840527361,0.0358590722533516,Romania's capital city is [MASK].,Chile's capital city is [MASK].,bucharest,santiago,bucharest,santiago,bucharest sofia budapest tallinn tirana belgrade bender concordia,santiago concepcion chile lima montevideo mendoza colon rosario,0.0861767302948013,0.3801862810753165,0.29400955078051516,0.5781546458422195,0.6071025708875003,0.028947925045280765,0.0015938365806844,0.0002421158512609,0.0013517207294235,0.0007821952485498,5.270894756610368e-06,0.0007769243537931895,0.9899270076234624,0.8836876949697925,0.10623931265366993
distilbert-base-uncased,5,delta_1d,0.41385222726082777,0.8118783585757897,12,179,correct,error,0.821199186655486,0.0093208280796963,The capital of Japan is [MASK].,The continent containing Nigeria is [MASK].,tokyo,africa,tokyo,cameroon,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima,cameroon benin nigeria africa togo ghana angola disputed,3.1010286902035955,3.1011279887261205,9.929852252499316e-05,0.8654938759660035,0.8311192727828909,0.034374603183112584,0.0191761982190742,0.0167035038302807,0.002472694388793502,0.013629346100358,0.0001293973647756,0.0134999487355824,0.2063995760761563,0.1896510312103375,0.01674854486581881
distilbert-base-uncased,6,delta_1d,0.39164211075270283,0.8090410238753011,55,85,correct,correct,0.0137010147100125,0.8227420385853136,Bulgaria's capital city is [MASK].,Vietnam's capital city is [MASK].,sofia,hanoi,sofia,hanoi,sofia ruse skopje thessaloniki bulgaria constantine kiev bucharest,hanoi saigon hue vietnam bangkok nam paris nguyen,0.1289882004963202,0.2990550836559646,0.1700668831596444,0.4678289158967925,0.7408778265810897,0.2730489106842972,0.0002574980005054,0.0003540726328752,9.657463236979996e-05,1.650492879834209e-06,0.0002158254454838,0.0002141749526039658,0.9750692085394064,0.9284393943160912,0.046629814223315136
bert-base-uncased,10,delta_1d,0.20692766780911626,0.7947613428804204,335,337,correct,error,0.7983261629764793,0.0035648200960588,The title pair is Romeo and [MASK].,The detective Sherlock has surname [MASK].,juliet,holmes,juliet,##s,juliet juliette julia hamlet heroine delilah mia cleopatra,##s watson ##d variations characters variants letters plates,0.0321753162150594,0.0037511269230375,0.028424189292021902,0.2408910292596071,0.0387666020618586,0.20212442719774848,0.0001829911072226,3.263523926998184e-06,0.0001797275832956018,3.519094866187114e-05,4.510058288823185e-10,3.519049765604226e-05,0.996512303798694,0.9996924574780862,0.0031801536793921725
distilbert-base-uncased,5,delta_1d,0.4739545722248439,0.7873829165329038,12,268,correct,error,0.821199186655486,0.0338162701225821,The capital of Japan is [MASK].,The plural of tooth is [MASK].,tokyo,teeth,tokyo,dental,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima,dental plural feminine masculine singular pronounced acute omitted,3.1010286902035955,3.0752611242297982,0.025767565973797257,0.8654938759660035,0.7977994582468161,0.06769441771918738,0.0191761982190742,0.0202679367870396,0.0010917385679653988,0.013629346100358,0.0005468005996088,0.0130825455007492,0.2063995760761563,0.1394633112686379,0.06693626480751841
distilbert-base-uncased,5,delta_1d,0.4596649794677514,0.7591641714305641,12,290,correct,error,0.821199186655486,0.0620350152249218,The capital of Japan is [MASK].,A person who cooks food is a [MASK].,tokyo,chef,tokyo,vegetarian,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima,vegetarian cook chef baker person slave farmer woman,3.1010286902035955,3.1542702500102635,0.053241559806668004,0.8654938759660035,0.7851793381433013,0.08031453782270215,0.0191761982190742,0.0154778741374318,0.0036983240816424023,0.013629346100358,0.0007539057689788,0.0128754403313792,0.2063995760761563,0.198043381648742,0.00835619442741431
distilbert-base-uncased,5,delta_1d,0.46718142402071544,0.750769833334718,12,276,correct,error,0.821199186655486,0.0704293533207679,The capital of Japan is [MASK].,The plural of person is [MASK].,tokyo,people,tokyo,plural,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima,plural singular masculine unknown indefinite feminine possessive unmarked,3.1010286902035955,2.9116143650900503,0.18941432511354517,0.8654938759660035,1.071531312237518,0.2060374362715146,0.0191761982190742,0.0190753154407198,0.00010088277835440182,0.013629346100358,0.0014395617400427,0.0121897843603153,0.2063995760761563,0.2150553448876781,0.008655768811521802
distilbert-base-uncased,5,state_1d,0.5104300135130373,0.7483762850670771,174,283,error,correct,0.7484005583780422,2.4273310965125672e-05,Egypt is located in [MASK].,Someone who teaches can be called a [MASK].,africa,teacher,sudan,teacher,sudan egypt libya tunisia algeria sinai syria yemen,teacher professor master mentor tutor scholar counselor philosopher,3.1375888275009736,3.1832362473999782,0.04564741989900467,0.8027169274712973,0.6520352760456737,0.15068165142562362,8.020979579563244e-05,5.927072024548567e-05,2.093907555014677e-05,4.818633935988845e-05,9.380809501448278e-10,4.818540127893831e-05,0.1773030574318236,0.151947752178084,0.02535530525373958
distilbert-base-uncased,5,state_1d,0.5058373388534105,0.7472996551206297,167,174,error,error,0.0011009032574125,0.7484005583780422,The continent containing China is [MASK].,Egypt is located in [MASK].,asia,africa,unknown,sudan,unknown antarctica disputed china asia oceania uninhabited mountainous,sudan egypt libya tunisia algeria sinai syria yemen,3.005254578967508,3.1375888275009736,0.13233424853346554,1.0706361377694693,0.8027169274712973,0.267919210298172,8.172834688932799e-05,8.020979579563244e-05,1.5185510936955476e-06,9.633049004325693e-08,4.818633935988845e-05,4.8090008869845195e-05,0.2277577724867749,0.1773030574318236,0.050454715054951305
distilbert-base-uncased,5,state_1d,0.3649613648624208,0.7472689144485063,174,325,error,error,0.7484005583780422,0.0011316439295359,Egypt is located in [MASK].,The spider is classified as a [MASK].,africa,insect,sudan,subspecies,sudan egypt libya tunisia algeria sinai syria yemen,subspecies pest parasite vulnerable species threat nocturnal predator,3.1375888275009736,3.068041701839228,0.06954712566174548,0.8027169274712973,0.811298206159158,0.008581278687860738,8.020979579563244e-05,7.708918097327516e-05,3.120614822357275e-06,4.818633935988845e-05,7.077563024644506e-08,4.811556372964201e-05,0.1773030574318236,0.1461690161562843,0.031134041275539287
distilbert-base-uncased,5,state_1d,0.3866853500737962,0.7469670308573627,174,319,error,error,0.7484005583780422,0.0014335275206795,Egypt is located in [MASK].,The shark is classified as a [MASK].,africa,fish,sudan,subspecies,sudan egypt libya tunisia algeria sinai syria yemen,subspecies species vulnerable predator juvenile shark endangered fish,3.1375888275009736,3.14903185953953,0.011443032038556566,0.8027169274712973,0.6709839201354584,0.13173300733583893,8.020979579563244e-05,7.023451230443961e-05,9.975283491192827e-06,4.818633935988845e-05,6.755674534982187e-08,4.8118782614538634e-05,0.1773030574318236,0.1618680423234112,0.015435015108412387
distilbert-base-uncased,5,state_1d,0.39145391067428736,0.7452956193083465,174,248,error,error,0.7484005583780422,0.0031049390696957,Egypt is located in [MASK].,The opposite of day is [MASK].,africa,night,sudan,day,sudan egypt libya tunisia algeria sinai syria yemen,day thursday night dusk tuesday evening monday sunday,3.1375888275009736,3.1850356437610605,0.047446816260086955,0.8027169274712973,0.6540756286470222,0.14864129882427513,8.020979579563244e-05,8.420683525518544e-05,3.997039459552998e-06,4.818633935988845e-05,1.7101271228457174e-07,4.8015326647603883e-05,0.1773030574318236,0.1435506664419534,0.03375239098987018
distilbert-base-uncased,5,state_1d,0.5084417378374757,0.7451636674285163,174,237,error,error,0.7484005583780422,0.003236890949526,Egypt is located in [MASK].,One third of twelve is [MASK].,africa,four,sudan,preserved,sudan egypt libya tunisia algeria sinai syria yemen,preserved omitted female white counted black sacred male,3.1375888275009736,3.20527878960516,0.06768996210418665,0.8027169274712973,0.5660430394450693,0.23667388802622802,8.020979579563244e-05,7.401061999549695e-05,6.199175800135489e-06,4.818633935988845e-05,1.356037079290297e-07,4.805073565195942e-05,0.1773030574318236,0.1125367456999291,0.0647663117318945
distilbert-base-uncased,5,state_1d,0.47507452795066163,0.743636239020076,174,290,error,error,0.7484005583780422,0.0047643193579662,Egypt is located in [MASK].,A person who cooks food is a [MASK].,africa,chef,sudan,vegetarian,sudan egypt libya tunisia algeria sinai syria yemen,vegetarian cook chef baker person slave farmer woman,3.1375888275009736,3.1542702500102635,0.016681422509289945,0.8027169274712973,0.7851793381433013,0.017537589327995984,8.020979579563244e-05,5.97104656399478e-05,2.049933015568464e-05,4.818633935988845e-05,2.2336760401353914e-07,4.796297175587491e-05,0.1773030574318236,0.198043381648742,0.020740324216918404
distilbert-base-uncased,5,state_1d,0.3844979033480985,0.7408520008968366,163,174,error,error,0.0075485574812056,0.7484005583780422,The continent containing Spain is [MASK].,Egypt is located in [MASK].,europe,africa,disputed,sudan,disputed spain portugal unknown argentina europe uninhabited france,sudan egypt libya tunisia algeria sinai syria yemen,3.038860025115937,3.1375888275009736,0.09872880238503656,0.9727847369758014,0.8027169274712973,0.17006780950450406,7.746013636072e-05,8.020979579563244e-05,2.749659434912434e-06,5.687991930055298e-07,4.818633935988845e-05,4.7617540166882925e-05,0.1732471777531938,0.1773030574318236,0.0040558796786298035
distilbert-base-uncased,5,delta_1d,0.4194674305308719,0.7350191331578529,12,224,correct,error,0.821199186655486,0.086180053497633,The capital of Japan is [MASK].,Gold is a [MASK].,tokyo,metal,tokyo,color,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima,color colour mineral commodity surname symbol trademark coin,3.1010286902035955,3.053877505839214,0.04715118436438148,0.8654938759660035,1.0715818158900996,0.20608793992409613,0.0191761982190742,0.0206018666478116,0.0014256684287373977,0.013629346100358,0.0019025613343603,0.0117267847659977,0.2063995760761563,0.2400811500132486,0.033681573937092285
distilbert-base-uncased,5,delta_1d,0.47563117650035586,0.7300206870770096,12,262,correct,error,0.821199186655486,0.0911784995784764,The capital of Japan is [MASK].,The plural of child is [MASK].,tokyo,children,tokyo,masculine,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima,masculine feminine plural singular unknown possessive omitted male,3.1010286902035955,2.9726141135624937,0.12841457664110179,0.8654938759660035,0.9855786951793007,0.12008481921329728,0.0191761982190742,0.0161263756045259,0.0030498226145483018,0.013629346100358,0.0014491739513742,0.0121801721489838,0.2063995760761563,0.1754769495345013,0.030922626541655007
distilbert-base-uncased,5,state_1d,0.48573423060008086,0.729920856585071,174,255,error,error,0.7484005583780422,0.0184797017929712,Egypt is located in [MASK].,Old has the opposite meaning of [MASK].,africa,new,sudan,old,sudan egypt libya tunisia algeria sinai syria yemen,old age wisdom history religion death aging modern,3.1375888275009736,3.116801533236736,0.020787294264237755,0.8027169274712973,0.918212170061624,0.11549524259032673,8.020979579563244e-05,6.142091813405085e-05,1.878887766158159e-05,4.818633935988845e-05,1.042207771948399e-06,4.7144131587940056e-05,0.1773030574318236,0.2146185343893483,0.03731547695752471
bert-base-uncased,10,state_1d,0.45375190221572237,0.7250461616922301,209,332,error,correct,0.8962613838221546,0.1712152221299245,[MASK] is the largest planet in the solar system.,Isaac [MASK] described gravity.,jupiter,newton,it,newton,it pluto this earth jupiter mars io venus,newton ##son watts hamilton ##s einstein first stern,0.2833203265663002,0.4477696539769151,0.1644493274106149,1.3375997499002057,1.504508015880658,0.16690826598045239,2.1491230608896848e-05,1.85143320349922e-05,2.976898573904649e-06,2.576452547309736e-05,4.769193327385738e-06,2.099533214571162e-05,0.9567772057980852,0.9072622285270782,0.049514977271007066
distilbert-base-uncased,5,delta_1d,0.4453011647312789,0.7248693408327536,12,266,correct,error,0.821199186655486,0.0963298458227324,The capital of Japan is [MASK].,The plural of foot is [MASK].,tokyo,feet,tokyo,plural,tokyo osaka kyoto nagoya kobe fukuoka nagasaki hiroshima,plural masculine feminine singular optional unknown latin pronounced,3.1010286902035955,3.042610482095101,0.05841820810849452,0.8654938759660035,0.8698075729094137,0.004313696943410217,0.0191761982190742,0.0169848119930183,0.002191386226055903,0.013629346100358,0.0014231307204441,0.0122062153799139,0.2063995760761563,0.1531527360291522,0.05324684004700411
distilbert-base-uncased,5,delta_1d,0.4663517584901117,0.7230962752550198,14,173,correct,error,0.7240359830777133,0.0009397078226935,"In Japan, the capital city is [MASK].",The continent containing Thailand is [MASK].,tokyo,asia,tokyo,thailand,tokyo kyoto osaka kobe nagoya fukuoka yokohama kochi,thailand cambodia disputed indonesia oceania asia vietnam china,2.993677482485144,2.925840409918142,0.06783707256700211,1.099460536541435,1.1987962636896528,0.09933572714821781,0.015115492855465,0.0111051806468133,0.0040103122086517,0.0120326728274437,1.2510188410597552e-05,0.012020162639033102,0.22301639247585,0.2313063283544442,0.008289935878594196
bert-base-uncased,10,delta_1d,0.358515502665279,0.7179533096835305,21,322,correct,error,0.7186857311790779,0.0007324214955473,The capital of Egypt is [MASK].,A dolphin is a [MASK].,cairo,mammal,cairo,dolphin,cairo alexandria memphis egypt suez acre tunis mecca,dolphin fish bird mammal whale shark seal dog,3.233590912030894,3.213464280914391,0.020126631116502924,0.5429514921211807,0.488265807932406,0.054685684188774675,0.0147088460306856,0.0136033798422568,0.0011054661884287997,0.0057395607274306,4.864791363408954e-06,0.0057346959360671905,0.1391743122262339,0.1053427021108751,0.03383161011535879
bert-base-uncased,10,delta_1d,0.3941225594895589,0.716878862580152,21,324,correct,error,0.7186857311790779,0.0018068685989259,The capital of Egypt is [MASK].,A spider is a [MASK].,cairo,insect,cairo,spider,cairo alexandria memphis egypt suez acre tunis mecca,spider web snake scorpion wasp crab structure noun,3.233590912030894,3.26409856263498,0.030507650604086223,0.5429514921211807,0.4458752353541076,0.09707625676707304,0.0147088460306856,0.0127397472788357,0.001969098751849899,0.0057395607274306,1.026362403156859e-05,0.005729297103399031,0.1391743122262339,0.1063777596887146,0.032796552537519286
bert-base-uncased,10,delta_1d,0.3387034539751747,0.7163926813174372,21,306,correct,correct,0.7186857311790779,0.0022930498616407,The capital of Egypt is [MASK].,A sparrow is a [MASK].,cairo,bird,cairo,bird,cairo alexandria memphis egypt suez acre tunis mecca,bird sparrow lark pigeon fly parrot name feather,3.233590912030894,3.2289606268223583,0.0046302852085355894,0.5429514921211807,0.5098883489135491,0.033063143207631596,0.0147088460306856,0.015915368460937,0.0012065224302514003,0.0057395607274306,1.8608239381490235e-05,0.0057209524880491094,0.1391743122262339,0.1205515640676009,0.01862274815863299
distilbert-base-uncased,5,delta_1d,0.4772973603398849,0.7147151549980171,14,179,correct,error,0.7240359830777133,0.0093208280796963,"In Japan, the capital city is [MASK].",The continent containing Nigeria is [MASK].,tokyo,africa,tokyo,cameroon,tokyo kyoto osaka kobe nagoya fukuoka yokohama kochi,cameroon benin nigeria africa togo ghana angola disputed,2.993677482485144,3.1011279887261205,0.1074505062409763,1.099460536541435,0.8311192727828909,0.26834126375854406,0.015115492855465,0.0167035038302807,0.0015880109748156995,0.0120326728274437,0.0001293973647756,0.0119032754626681,0.22301639247585,0.1896510312103375,0.03336536126551251
bert-base-uncased,10,delta_1d,0.44502779809659243,0.714091805936649,21,27,correct,correct,0.7186857311790779,0.0045939252424289,The capital of Egypt is [MASK].,The capital of Portugal is [MASK].,cairo,lisbon,cairo,lisbon,cairo alexandria memphis egypt suez acre tunis mecca,lisbon porto madeira vila maia palma benfica madrid,3.233590912030894,3.2293714398823328,0.00421947214856111,0.5429514921211807,0.5347438169931382,0.008207675128042435,0.0147088460306856,0.0111207285270058,0.0035881175036797993,0.0057395607274306,2.7318882764446707e-05,0.005712241844666153,0.1391743122262339,0.1451563008578895,0.00598198863165561
bert-base-uncased,10,delta_1d,0.4317466544376624,0.7112421371996899,21,244,correct,error,0.7186857311790779,0.007443593979388,The capital of Egypt is [MASK].,The opposite of up is [MASK].,cairo,down,cairo,up,cairo alexandria memphis egypt suez acre tunis mecca,up down right wrong out opposite over left,3.233590912030894,3.338510813929162,0.10491990189826828,0.5429514921211807,0.3051305704436808,0.23782092167749985,0.0147088460306856,0.0145680325463621,0.00014081348432349976,0.0057395607274306,3.308790726844129e-05,0.0057064728201621584,0.1391743122262339,0.1061361927668564,0.033038119459377485
bert-base-uncased,10,delta_1d,0.3995011110675087,0.7092491742176761,21,354,correct,correct,0.7186857311790779,0.0094365569614018,The capital of Egypt is [MASK].,Milk often comes from a [MASK].,cairo,cow,cairo,cow,cairo alexandria memphis egypt suez acre tunis mecca,cow bottle well jug refrigerator fridge pot bowl,3.233590912030894,3.283032028034539,0.0494411160036452,0.5429514921211807,0.3675165381207602,0.17543495400042047,0.0147088460306856,0.0141898588798967,0.000518987150788899,0.0057395607274306,4.921171827173425e-05,0.0056903490091588654,0.1391743122262339,0.0977646701973471,0.04140964202888679
