subspace,k,layer,scalar_distance_z,rho_adjusted_abs_diff,left_prompt_id,right_prompt_id,left_condition,right_condition,left_rho_adjusted,right_rho_adjusted,left_prompt,right_prompt,left_target,right_target,left_final_top1,right_final_top1,left_entropy_topk,right_entropy_topk,left_varentropy_topk,right_varentropy_topk,left_top1_prob_topk_layer,right_top1_prob_topk_layer,left_trace_fim_full,right_trace_fim_full
state_pca,2,2,0.09213785560072899,0.44252836019756325,9,215,correct,error,0.2503300452650516,-0.1921983149325117,The capital of Spain is [MASK].,Up has the opposite meaning of [MASK].,madrid,down,madrid,up,3.2841791938491456,3.2697702459377727,0.4552697024296872,0.4814553926088254,0.1500659154894991,0.1420690937809863,26.963332384480815,26.82206261444825
delta_pca,16,2,0.12663455201871548,0.4421528902115899,278,290,correct,error,-0.2470718655703898,0.1950810246412001,A eagle is a [MASK].,The Mona Lisa was painted by [MASK].,bird,leonardo,bird,raphael,3.328706810565714,3.332975026069452,0.2908410098018643,0.2999075630451197,0.0847603253108249,0.0988745050787555,24.978635134511407,25.16430209983582
state_pca,4,1,0.1844556660280851,0.4417013414085468,271,284,error,error,-0.1025495359283643,0.3391518054801825,Someone who acts in films can be called a [MASK].,A dolphin is a [MASK].,actor,mammal,villain,dolphin,3.300566416250664,3.323774653569468,0.3355319159741187,0.3081932591419269,0.0841190688122757,0.0793035084790966,38.42226627307194,38.9658754411326
delta_pca,8,3,0.17566429406683695,0.44123266679025364,51,274,correct,correct,0.2466811743492421,-0.1945514924410115,The capital of Romania is [MASK].,A trout is a [MASK].,bucharest,fish,bucharest,fish,3.3848713947780644,3.4170978774045637,0.1736251935123679,0.1067144922578296,0.069178434278271,0.0718409837097666,17.12624229157796,16.68916779679898
state_pca,2,2,0.11890587741713107,0.440865241068107,93,225,correct,error,0.2304150503839508,-0.2104501906841562,The capital of Cuba is [MASK].,Old has the opposite meaning of [MASK].,havana,new,havana,old,3.254779917741556,3.249122104391133,0.5174757182934047,0.5298295812124256,0.155514716567911,0.142613429364698,26.81236937490597,27.00821572136237
delta_pca,8,5,0.14854139337803496,0.4407430669502085,195,207,error,error,0.1267231732965635,-0.314019893653645,Iron and gold are both [MASK].,One third of twelve is [MASK].,metal,four,mined,preserved,3.1844172656977863,3.205278770834688,0.5881714367421553,0.5660430549262532,0.1211874664201489,0.112536627167657,11.15342440535007,10.757293319962868
delta_pca,8,4,0.10331155945021928,0.4403224604335591,238,306,error,error,-0.398256980566642,0.0420654798669171,The plural of tooth is [MASK].,The sky is often [MASK].,teeth,blue,dental,cloudy,3.216434839705066,3.2444453547255705,0.5510571729642163,0.5377267757391246,0.1392710446868614,0.1470171652767423,10.697649557176302,10.73979333137659
delta_pca,16,5,0.309135826005032,0.4398480112950008,255,276,correct,correct,-0.2090498746918047,0.2307981366031961,Someone who drives a bus can be called a [MASK].,A sparrow is a [MASK].,driver,bird,driver,bird,3.366929010736427,3.301611636948631,0.2136670201486584,0.3800679251918111,0.0795473678839524,0.1090697607184512,12.043831848985278,12.638521194137107
state_pca,8,4,0.1383564740121779,0.4397871771715096,231,237,error,error,0.3416598267023424,-0.0981273504691672,Early has the opposite meaning of [MASK].,More than one foot are called [MASK].,late,feet,vowels,toes,3.407156402043915,3.392419224569018,0.1297447621004197,0.1648768048466752,0.0795350703103876,0.0717591853971905,11.959166956808758,11.754788206942274
delta_pca,8,5,0.2376385901219552,0.4394573635206478,207,268,error,error,-0.314019893653645,0.1254374698670028,One third of twelve is [MASK].,A person who treats patients is a [MASK].,four,doctor,preserved,physician,3.205278770834688,3.307135529815409,0.5660430549262532,0.3776924466173943,0.112536627167657,0.1141509233574802,10.757293319962868,10.894579451788378
state_pca,16,6,0.37452532233273256,0.43882842128652166,247,309,error,error,0.2842978852598218,-0.1545305360266999,More than one person are called [MASK].,A common container for coffee is a [MASK].,people,cup,slaves,container,3.3870416808253294,3.2454129915835805,0.17509907311113,0.4486637273105406,0.0803393980500442,0.0986497087804556,36.68222132851409,35.03562222582164
state_pca,8,6,0.27797052936324584,0.4387629639790404,281,310,error,error,-0.3585159470639302,0.0802470169151102,The shark is classified as a [MASK].,People usually sleep in a [MASK].,fish,bed,subspecies,cave,2.4145285872607607,2.5788714644439032,2.1346256650927424,2.0371133163103776,0.4085847466679486,0.3660784344855956,30.75524915423829,28.84998903638582
delta_pca,8,5,0.31223551627311535,0.43734261859572865,207,244,error,error,-0.314019893653645,0.1233227249420836,One third of twelve is [MASK].,The plural of woman is [MASK].,four,women,preserved,feminine,3.205278770834688,3.133126007425824,0.5660430549262532,0.6672708597033672,0.112536627167657,0.1289610358718081,10.757293319962868,9.990834388514838
delta_pca,8,2,0.1168863561467924,0.4372401251395297,285,309,error,error,-0.1546612465426675,0.2825788785968622,The dolphin is classified as a [MASK].,A common container for coffee is a [MASK].,mammal,cup,subspecies,container,3.4215753058238567,3.3940670440671936,0.0986122940586578,0.1586289255694493,0.0711286460700261,0.0733297034625238,26.60176564481304,26.63874663507534
state_pca,16,3,0.17571420048344938,0.43710232306624347,194,282,error,error,0.1668057536589896,-0.2702965694072539,Gold is a [MASK].,A whale is a [MASK].,metal,mammal,color,whale,3.414807081014596,3.420534434085905,0.1073170977331945,0.0947088745988544,0.0671154068785075,0.060484621342444,16.04370625754582,16.60288215834231
state_pca,8,3,0.15457742173315828,0.4364064505129129,69,306,correct,error,-0.108525550865541,0.3278808996473719,The capital of Iraq is [MASK].,The sky is often [MASK].,baghdad,blue,baghdad,cloudy,3.3698289621652635,3.3943287348615856,0.2142393379925042,0.1527701315899559,0.0830575125180788,0.0700348802317722,17.200432958388774,17.45343030613268
delta_pca,8,5,0.23587359324445864,0.4363852319830319,3,152,error,error,0.1618593743539905,-0.2745258576290414,The capital of Germany is [MASK].,India is located in [MASK].,berlin,asia,bonn,pakistan,3.2751813826524714,3.323287437409953,0.3712336284323992,0.2971535277214014,0.0918785379857462,0.0929935940990594,7.476389366338683,6.864435285773051
state_pca,8,3,0.09931703176308944,0.4362648151586336,78,306,correct,error,-0.1083839155112617,0.3278808996473719,The capital of Lebanon is [MASK].,The sky is often [MASK].,beirut,blue,beirut,cloudy,3.3744979841235776,3.3943287348615856,0.1936563984371746,0.1527701315899559,0.0753661117031428,0.0700348802317722,17.647873840761374,17.45343030613268
delta_pca,2,3,0.15113866310355287,0.4361644499724757,12,250,correct,error,0.3435250741057953,-0.0926393758666804,The capital of Japan is [MASK].,The plural of knife is [MASK].,tokyo,knives,tokyo,knife,3.2935746575192644,3.249502079980405,0.4171235572265878,0.4904008128267307,0.1349435041614692,0.1408449284747207,18.76774991528888,18.688749414536428
delta_pca,4,4,0.1292864579292001,0.436046587147129,20,27,correct,correct,-0.0685484178986908,0.3674981692484382,"In Russia, the capital city is [MASK].",The capital of Portugal is [MASK].,moscow,lisbon,moscow,lisbon,3.3750282149165747,3.371508531860316,0.2014178037390194,0.207464069224767,0.0900765093793023,0.0735988858558294,9.48484840001764,9.52680962632814
state_pca,4,3,0.19659504001426886,0.4358651693113158,259,304,correct,error,-0.1878072066042653,0.2480579627070505,Someone who studies science can be called a [MASK].,Grass is usually [MASK].,scientist,green,scientist,cultivated,3.323257566707948,3.325025276711901,0.3336258737597662,0.3312124922591856,0.0971402153737382,0.1129526457257339,19.24988036087384,18.7151635492814
delta_pca,8,4,0.1260854213195128,0.43547093136986187,48,69,correct,correct,0.3523767204621305,-0.0830942109077314,The capital of Hungary is [MASK].,The capital of Iraq is [MASK].,budapest,baghdad,budapest,baghdad,3.3600153410260942,3.3803223683250403,0.2326186305915625,0.1840538354289764,0.0752685450336209,0.083109396606648,9.75645722376423,9.892302147368069
delta_pca,4,4,0.16755299786730982,0.4345154968651107,90,260,correct,error,0.2537901946714402,-0.1807253021936705,The capital of Chile is [MASK].,A person who cooks food is a [MASK].,santiago,chef,santiago,vegetarian,3.3209552723072715,3.355499966360534,0.3161256199185762,0.2464726935786787,0.0878963129190139,0.0837625254329742,9.609593020697233,9.795674561022624
delta_pca,8,5,0.309135826005032,0.43421952551661497,255,276,correct,correct,-0.284116463350955,0.15010306216566,Someone who drives a bus can be called a [MASK].,A sparrow is a [MASK].,driver,bird,driver,bird,3.366929010736427,3.301611636948631,0.2136670201486584,0.3800679251918111,0.0795473678839524,0.1090697607184512,12.043831848985278,12.638521194137107
delta_pca,8,3,0.18140205751734412,0.43376837954006175,24,30,correct,correct,0.3425266667761249,-0.0912417127639368,The capital of Greece is [MASK].,The capital of Austria is [MASK].,athens,vienna,athens,vienna,3.371500203028495,3.3796371622893573,0.2089739427844205,0.1812794123045599,0.0741591960349731,0.0741871205395149,17.394048729234186,17.984066594408784
delta_pca,16,3,0.17614429101797005,0.43357769222892506,114,218,correct,error,0.1353612919543609,-0.2982164002745642,The language of Spain is [MASK].,The opposite of day is [MASK].,spanish,night,spanish,day,3.2764914769056173,3.31081039509765,0.4035364684341936,0.3169143874943401,0.0982151569904746,0.0829323683531491,19.581242341526785,19.51213075235091
delta_pca,2,4,0.07189158498197161,0.43291296346558517,48,260,correct,error,0.368566629861753,-0.0643463336038322,The capital of Hungary is [MASK].,A person who cooks food is a [MASK].,budapest,chef,budapest,vegetarian,3.3600153410260942,3.355499966360534,0.2326186305915625,0.2464726935786787,0.0752685450336209,0.0837625254329742,9.75645722376423,9.795674561022624
state_pca,4,3,0.17584138833797025,0.43218927490889086,130,221,correct,error,-0.1698513187353516,0.2623379561735393,The language of Hungary is [MASK].,Yes has the opposite meaning of [MASK].,hungarian,no,hungarian,yes,3.276867411688362,3.288353857091174,0.4516181764326976,0.4584341441123866,0.1381746046483812,0.1455247423656237,19.709949034384408,20.259534210933356
state_pca,8,6,0.1495891882932123,0.43218579328836126,157,167,error,error,-0.1836551834112582,0.2485306098771031,The continent containing Egypt is [MASK].,People in China pay with the [MASK].,africa,yuan,unknown,tax,3.2238813134046804,3.1381515070282067,0.5496557864851344,0.6166573935013249,0.1506080162459088,0.1223265520522833,42.19412859139359,42.55374228079498
delta_pca,2,4,0.15352872664743744,0.4319198615107215,18,107,correct,error,0.3561703659343248,-0.0757494955763967,The capital of Russia is [MASK].,"In Pakistan, the capital city is [MASK].",moscow,islamabad,moscow,karachi,3.3834845807355576,3.3822005601522003,0.1780563015256717,0.1844364539388616,0.069885360866386,0.0888893478251801,9.140295725184169,9.226939406400025
delta_pca,8,3,0.11707346460628394,0.43167695030263836,266,286,correct,error,-0.2907304778138616,0.1409464724887768,A person who plays music is a [MASK].,A spider is a [MASK].,musician,insect,musician,spider,3.365376908092632,3.3656404693426816,0.2369129027134694,0.2259588722489404,0.1064289282639865,0.0912788128676941,15.370740757956003,15.509088051053128
delta_pca,4,3,0.12027394092803693,0.4316191405928036,9,292,correct,error,0.2575158809153463,-0.1741032596774573,The capital of Spain is [MASK].,The theory of relativity is associated with [MASK].,madrid,einstein,madrid,relativity,3.385653893681692,3.40626246021153,0.1837774024958351,0.1300194309543997,0.0801961561461873,0.0691783613183288,17.49454605365647,17.37658338839998
state_pca,8,6,0.21529107110355714,0.430875308979612,281,282,error,error,-0.3585159470639302,0.0723593619156818,The shark is classified as a [MASK].,A whale is a [MASK].,fish,mammal,subspecies,whale,2.4145285872607607,2.233219849923393,2.1346256650927424,2.1015659874025974,0.4085847466679486,0.39284414134739,30.75524915423829,32.31398328819204
delta_pca,8,5,0.14791052502730057,0.4307008354659906,15,306,correct,error,-0.2415003605731525,0.1892004748928381,The capital of China is [MASK].,The sky is often [MASK].,beijing,blue,beijing,cloudy,2.7011263598498534,2.725714499570077,1.3915761999909706,1.4642538418156308,0.2709230473056876,0.2659190315424311,6.431257543159457,6.783997684917951
state_pca,16,2,0.21122182729539338,0.4306149182721271,302,308,error,error,0.1798170555332394,-0.2507978627388877,Charles Darwin is associated with [MASK].,People drink coffee from a [MASK].,evolution,cup,darwin,starbucks,3.4122112785039262,3.4156891432159333,0.1193458381149548,0.1042017188529215,0.0761607516362335,0.0545950786731804,25.654329311953354,25.16367164722324
state_pca,8,6,0.3083059576323048,0.4295909992750398,148,154,error,error,0.2176768440932538,-0.211914155181786,China is located in [MASK].,Thailand is located in [MASK].,asia,asia,taiwan,myanmar,2.917552315980608,2.7357132802739192,1.1130499112517778,1.1699416239003546,0.1614657088698369,0.1892062762675503,25.42501588535657,22.333638542713828
state_pca,8,5,0.16096412422346282,0.4288244794330117,106,253,correct,correct,0.2410903842726759,-0.1877340951603358,Pakistan's capital city is [MASK].,Someone who teaches can be called a [MASK].,islamabad,teacher,islamabad,teacher,3.132722104360416,3.183236190659198,0.751142809646324,0.652035491405196,0.1532751762799062,0.1519478431553492,9.583114199413927,9.890327115312337
state_pca,8,5,0.277806178935933,0.4284174527623076,267,308,correct,error,-0.111259470013233,0.3171579827490746,Someone who plays music can be called a [MASK].,People drink coffee from a [MASK].,musician,cup,musician,starbucks,3.2785246789372,3.195813689103032,0.41546299175796,0.6074228781680744,0.1014627256678033,0.1256501371210528,10.415388904787893,10.78793617806943
delta_pca,8,5,0.22508291545885842,0.4282900066848897,190,288,error,correct,-0.163047135838497,0.2652428708463927,Bees make [MASK].,Hamlet was written by [MASK].,honey,shakespeare,nests,shakespeare,3.148116781500521,3.1739544884124453,0.6913751442268239,0.7356000926441824,0.1364006959931358,0.1809347839521591,9.10571098708182,8.869133805957132
state_pca,8,4,0.12195547715517066,0.4279319067926201,6,42,error,correct,0.2818940797934576,-0.1460378269991625,The capital of Italy is [MASK].,The capital of Sweden is [MASK].,rome,stockholm,turin,stockholm,3.379707509354892,3.370173561960577,0.1835486807505139,0.2039273691722471,0.0722694333697191,0.0727260723593433,9.64917164865964,9.431539951813765
delta_pca,4,3,0.14987571579199607,0.4271718247012367,226,234,error,error,0.2846091706858791,-0.1425626540153576,The opposite of fast is [MASK].,The plural of mouse is [MASK].,slow,mice,fast,mouse,3.282985090615792,3.2613626510837097,0.4023853314904833,0.45048916265854,0.1220274553542467,0.1333566631180268,19.24551828920208,18.9216852084417
delta_pca,8,3,0.2015639849413153,0.4263158102333551,192,279,correct,error,0.1868229213826149,-0.2394928888507402,A spider spins a [MASK].,The eagle is classified as a [MASK].,web,bird,web,subspecies,3.411006317314768,3.3857689125891017,0.1153431799582692,0.1611568480574392,0.067650319873103,0.063779299960997,17.911724552341056,18.513724321627407
delta_pca,8,4,0.1135194283876088,0.4262785277036364,15,48,correct,correct,-0.0739018072415059,0.3523767204621305,The capital of China is [MASK].,The capital of Hungary is [MASK].,beijing,budapest,beijing,budapest,3.387308740277766,3.3600153410260942,0.1675307590487974,0.2326186305915625,0.0773076653108134,0.0752685450336209,9.763687718564416,9.75645722376423
state_pca,4,3,0.18745030013115982,0.42611065576804397,269,304,correct,error,-0.1780526930609935,0.2480579627070505,Someone who treats patients can be called a [MASK].,Grass is usually [MASK].,doctor,green,doctor,cultivated,3.2983284625694718,3.325025276711901,0.3767482153025318,0.3312124922591856,0.0919648258911706,0.1129526457257339,18.94622703194073,18.7151635492814
state_pca,4,4,0.14169609980661294,0.42581644313634825,116,239,correct,correct,0.2694881665917598,-0.1563282765445885,The language of Portugal is [MASK].,More than one tooth are called [MASK].,portuguese,teeth,portuguese,teeth,3.377516208789791,3.408375087059308,0.1928237450210115,0.1299445127330264,0.0842476913544692,0.0766287667201439,12.462811365359707,12.363910919246624
delta_pca,4,3,0.10327157752724185,0.4249403158724677,12,234,correct,error,0.2823776618571101,-0.1425626540153576,The capital of Japan is [MASK].,The plural of mouse is [MASK].,tokyo,mice,tokyo,mouse,3.2935746575192644,3.2613626510837097,0.4171235572265878,0.45048916265854,0.1349435041614692,0.1333566631180268,18.76774991528888,18.9216852084417
state_pca,8,5,0.22881840814035695,0.4242500549095465,266,308,correct,error,-0.1070920721604719,0.3171579827490746,A person who plays music is a [MASK].,People drink coffee from a [MASK].,musician,cup,musician,starbucks,3.261231259020624,3.195813689103032,0.4514125527775628,0.6074228781680744,0.1191109952061297,0.1256501371210528,11.193552464689692,10.78793617806943
delta_pca,4,4,0.14315071376696878,0.4240929083216377,75,310,correct,error,0.2975152638494883,-0.1265776444721494,The capital of Jordan is [MASK].,People usually sleep in a [MASK].,amman,bed,amman,cave,3.39893856226888,3.4067178312754143,0.1418374621725413,0.1178424221668731,0.065180193520132,0.0568879632672926,10.431094759911575,10.660978375991078
state_pca,4,3,0.12501579078612998,0.4239353326360419,257,304,error,error,-0.1758773699289914,0.2480579627070505,Someone who writes books can be called a [MASK].,Grass is usually [MASK].,author,green,writer,cultivated,3.3287615492957343,3.325025276711901,0.3219881251518032,0.3312124922591856,0.0972592145249696,0.1129526457257339,18.88971121047585,18.7151635492814
delta_pca,8,4,0.1309395306638812,0.42388402153612625,60,197,correct,error,0.3316105503164037,-0.0922734712197226,The capital of Croatia is [MASK].,The sum of two and two is [MASK].,zagreb,four,zagreb,zero,3.357372612082231,3.329314598003984,0.2388214828793639,0.2974598447814647,0.0792832554957447,0.0864781210302562,9.814860600277203,9.905921279877957
delta_pca,2,4,0.14788912885942393,0.423598687621297,14,51,correct,correct,-0.0994622508287748,0.3241364367925222,"In Japan, the capital city is [MASK].",The capital of Romania is [MASK].,tokyo,bucharest,tokyo,bucharest,3.356809503330749,3.3370561994784307,0.2601775556855453,0.2909941764728468,0.1113331291783432,0.0996803813959607,9.63362220528392,9.813485914035024
delta_pca,2,4,0.12691988379529062,0.4228628588529882,75,278,correct,correct,0.3829832872577194,-0.0398795715952688,The capital of Jordan is [MASK].,A eagle is a [MASK].,amman,bird,amman,bird,3.39893856226888,3.409540379103384,0.1418374621725413,0.1203797387523207,0.065180193520132,0.0753615733879163,10.431094759911575,10.60240918352032
delta_pca,16,3,0.21848712118082045,0.4227942976440744,124,218,correct,error,0.1245778973695102,-0.2982164002745642,The language of Greece is [MASK].,The opposite of day is [MASK].,greek,night,greek,day,3.269031116208137,3.31081039509765,0.4132778490488842,0.3169143874943401,0.1037558793863156,0.0829323683531491,19.433909890393657,19.51213075235091
state_pca,2,2,0.131273728764691,0.4226133653164625,93,215,correct,error,0.2304150503839508,-0.1921983149325117,The capital of Cuba is [MASK].,Up has the opposite meaning of [MASK].,havana,down,havana,up,3.254779917741556,3.2697702459377727,0.5174757182934047,0.4814553926088254,0.155514716567911,0.1420690937809863,26.81236937490597,26.82206261444825
delta_forward_1d,1,1,0.18017103258164802,0.42249001508121037,201,207,error,error,-0.0739663907629768,0.3485236243182336,Half of ten is [MASK].,One third of twelve is [MASK].,five,four,female,preserved,3.376569245377967,3.366750997815241,0.2002388673168102,0.2214317195199244,0.0802375983639985,0.0821114500283076,45.26265574162227,44.18378495474843
state_pca,8,6,0.2395677793830629,0.4224514783657237,152,209,error,error,0.3200881669067711,-0.1023633114589526,India is located in [MASK].,The number of sides in a square is [MASK].,asia,four,pakistan,zero,3.1287496830755828,3.1342756510303538,0.704746753328495,0.6612385982225097,0.175826372685282,0.1305289020626472,22.399009253181237,24.77956732518629
state_pca,8,6,0.30126685240819867,0.42214744963860756,232,246,error,error,0.0993596898086432,-0.3227877598299644,The plural of child is [MASK].,The plural of person is [MASK].,children,people,masculine,plural,2.4974956665356123,2.631318975307631,1.7341856786660763,1.5265938479648389,0.2595069880435546,0.2359165945582577,29.310995821401598,30.5864803529742
state_pca,8,3,0.1006552274553862,0.4219300367718169,48,306,correct,error,-0.094049137124445,0.3278808996473719,The capital of Hungary is [MASK].,The sky is often [MASK].,budapest,blue,budapest,cloudy,3.3951482388001306,3.3943287348615856,0.1466706868318849,0.1527701315899559,0.0625131616747587,0.0700348802317722,17.171459810923807,17.45343030613268
delta_pca,4,4,0.09304583593257096,0.42168911582297397,124,279,correct,error,-0.1819818036435495,0.2397073121794245,The language of Greece is [MASK].,The eagle is classified as a [MASK].,greek,bird,greek,subspecies,3.3599342013927584,3.376537023911028,0.2391070384234461,0.2099859322117876,0.0906714867310616,0.0996895361706198,12.647869114901264,12.615520592722168
delta_pca,8,4,0.07302336960265587,0.421559408083546,73,256,correct,error,0.2516108057355908,-0.1699486023479552,Syria's capital city is [MASK].,A person who writes books is a [MASK].,damascus,author,damascus,writer,3.359387683037004,3.355815616700035,0.2249113672957822,0.2375988135447089,0.0791392807476683,0.0844866041464721,8.565924923764747,8.458446521705842
delta_pca,16,4,0.14897922231522256,0.42151451072128,201,214,error,error,-0.3792503669596938,0.0422641437615862,Half of ten is [MASK].,The opposite of up is [MASK].,five,down,female,negative,3.3575149998864093,3.371380862332181,0.2353700631105026,0.2083151367915346,0.0923215718905202,0.0785648390969531,11.58062180686925,11.75148208557804
state_pca,8,3,0.15385586020756184,0.4208765767826604,195,279,error,error,0.2644212317889701,-0.1564553449936903,Iron and gold are both [MASK].,The eagle is classified as a [MASK].,metal,bird,mined,subspecies,3.3653647656454533,3.3857689125891017,0.205203449688081,0.1611568480574392,0.0668934805777912,0.063779299960997,18.956188540121275,18.513724321627407
delta_pca,2,3,0.19138220513593177,0.4206375464015808,84,232,correct,error,0.4246104849811599,0.0039729385795791,The capital of Vietnam is [MASK].,The plural of child is [MASK].,hanoi,children,hanoi,masculine,3.2971343748059967,3.26055070228896,0.4053133102057612,0.4355269740382832,0.1311958590641311,0.1204866170846316,17.98812306979491,18.466889906835664
delta_pca,16,3,0.12693723406170973,0.42025640607991965,254,278,correct,correct,-0.2208615240221043,0.1993948820578154,A person who drives a bus is a [MASK].,A eagle is a [MASK].,driver,bird,driver,bird,3.4058430084473,3.4195714260029524,0.1240822386628882,0.0912487317580658,0.0636354447308058,0.04998120810418,16.161961865500412,15.95857675204542
delta_pca,4,3,0.16241536480185506,0.4202063137126344,192,292,correct,error,0.2461030540351771,-0.1741032596774573,A spider spins a [MASK].,The theory of relativity is associated with [MASK].,web,einstein,web,relativity,3.411006317314768,3.40626246021153,0.1153431799582692,0.1300194309543997,0.067650319873103,0.0691783613183288,17.911724552341056,17.37658338839998
state_pca,8,5,0.13322401013512689,0.4197611328762198,169,279,error,error,-0.2466980130773382,0.1730631197988816,People in Brazil pay with the [MASK].,The eagle is classified as a [MASK].,real,bird,euro,subspecies,3.26985856507732,3.2252680162967984,0.4134905069633441,0.4906754550459343,0.1017734851076999,0.1090230123371318,12.42447687429949,12.18379392320082
delta_pca,16,2,0.20249339290139073,0.41937352439813436,253,316,correct,correct,-0.2833178214446078,0.1360557029535265,Someone who teaches can be called a [MASK].,Milk often comes from a [MASK].,teacher,cow,teacher,cow,3.367554773511923,3.3655873247849426,0.2227965196407401,0.2107570795910031,0.0969918264289827,0.0733764799677068,25.126486806597327,25.28009877156108
state_pca,16,3,0.13004771905567122,0.4193673161496959,194,302,error,error,0.1668057536589896,-0.2525615624907063,Gold is a [MASK].,Charles Darwin is associated with [MASK].,metal,evolution,color,darwin,3.414807081014596,3.4153545834265344,0.1073170977331945,0.1084356312437159,0.0671154068785075,0.0731154844515347,16.04370625754582,16.452523659208257
state_pca,8,5,0.2640475742533691,0.4190211607895363,263,308,correct,error,-0.1018631780404617,0.3171579827490746,Someone who flies planes can be called a [MASK].,People drink coffee from a [MASK].,pilot,cup,pilot,starbucks,3.279723846814945,3.195813689103032,0.4088775700560147,0.6074228781680744,0.1104227086107382,0.1256501371210528,11.125726013163916,10.78793617806943
state_pca,16,3,0.03470408022356348,0.4186000641674962,282,314,error,correct,-0.2702965694072539,0.1483034947602423,A whale is a [MASK].,Bread is made from [MASK].,mammal,flour,whale,flour,3.420534434085905,3.4204978991382893,0.0947088745988544,0.0951688479964414,0.060484621342444,0.0648336413492002,16.60288215834231,16.65352684263834
delta_pca,2,4,0.13477637163864747,0.4180767225302091,75,295,correct,correct,0.3829832872577194,-0.0350934352724897,The capital of Jordan is [MASK].,Gravity is famously linked to Newton and the apple; his surname was [MASK].,amman,newton,amman,newton,3.39893856226888,3.3942779746483343,0.1418374621725413,0.1476200501443141,0.065180193520132,0.0637343748800184,10.431094759911575,10.180903734462836
delta_pca,4,3,0.15113866310355287,0.4171816091587981,12,250,correct,error,0.2823776618571101,-0.134803947301688,The capital of Japan is [MASK].,The plural of knife is [MASK].,tokyo,knives,tokyo,knife,3.2935746575192644,3.249502079980405,0.4171235572265878,0.4904008128267307,0.1349435041614692,0.1408449284747207,18.76774991528888,18.688749414536428
delta_pca,8,4,0.15731336368706472,0.4161654719543757,75,307,correct,correct,0.29023762414597,-0.1259278478084057,The capital of Jordan is [MASK].,The usual color of a clear sky is [MASK].,amman,blue,amman,blue,3.39893856226888,3.358458401999732,0.1418374621725413,0.2233421885638435,0.065180193520132,0.0673846606020151,10.431094759911575,10.486007269463098
state_pca,1,2,0.15195100831014724,0.41571832109968365,28,295,correct,correct,0.2043865606981368,-0.2113317604015469,Portugal's capital city is [MASK].,Gravity is famously linked to Newton and the apple; his surname was [MASK].,lisbon,newton,lisbon,newton,3.035443613205238,3.0257839908890656,1.1640173392643636,1.1849191987851144,0.2564791624285627,0.2604176210971566,25.750562541111503,26.41717521617729
delta_pca,4,4,0.14461834978322702,0.4155162659838117,51,260,correct,error,0.2347909637901412,-0.1807253021936705,The capital of Romania is [MASK].,A person who cooks food is a [MASK].,bucharest,chef,bucharest,vegetarian,3.3370561994784307,3.355499966360534,0.2909941764728468,0.2464726935786787,0.0996803813959607,0.0837625254329742,9.813485914035024,9.795674561022624
delta_pca,4,3,0.15962167589003637,0.4154245117371954,226,255,error,correct,0.2846091706858791,-0.1308153410513163,The opposite of fast is [MASK].,Someone who drives a bus can be called a [MASK].,slow,driver,fast,driver,3.282985090615792,3.2589797940426832,0.4023853314904833,0.4619445428547754,0.1220274553542467,0.1101009833923724,19.24551828920208,19.565952652142915
delta_pca,2,3,0.13906755386779882,0.4153205533719612,12,265,correct,error,0.3435250741057953,-0.0717954792661659,The capital of Japan is [MASK].,Someone who paints pictures can be called a [MASK].,tokyo,artist,tokyo,painter,3.2935746575192644,3.280510083053419,0.4171235572265878,0.4267836394288425,0.1349435041614692,0.1228987679162565,18.76774991528888,19.11117277777929
state_pca,4,3,0.20928344308591632,0.41479178177983433,222,232,error,error,0.2326746041678907,-0.1821171776119436,The opposite of black is [MASK].,The plural of child is [MASK].,white,children,black,masculine,3.212549621363379,3.26055070228896,0.5355322013963166,0.4355269740382832,0.1073646402117881,0.1204866170846316,18.711096812155816,18.466889906835664
delta_pca,8,4,0.10726552707513214,0.4147047612241351,60,69,correct,correct,0.3316105503164037,-0.0830942109077314,The capital of Croatia is [MASK].,The capital of Iraq is [MASK].,zagreb,baghdad,zagreb,baghdad,3.357372612082231,3.3803223683250403,0.2388214828793639,0.1840538354289764,0.0792832554957447,0.083109396606648,9.814860600277203,9.892302147368069
delta_pca,8,4,0.1292864579292001,0.41460677116215694,20,27,correct,correct,-0.1043319184470816,0.3102748527150753,"In Russia, the capital city is [MASK].",The capital of Portugal is [MASK].,moscow,lisbon,moscow,lisbon,3.3750282149165747,3.371508531860316,0.2014178037390194,0.207464069224767,0.0900765093793023,0.0735988858558294,9.48484840001764,9.52680962632814
state_pca,4,3,0.1913194576991417,0.4140427895814992,130,226,correct,error,-0.1698513187353516,0.2441914708461476,The language of Hungary is [MASK].,The opposite of fast is [MASK].,hungarian,slow,hungarian,fast,3.276867411688362,3.282985090615792,0.4516181764326976,0.4023853314904833,0.1381746046483812,0.1220274553542467,19.709949034384408,19.24551828920208
state_pca,8,5,0.27548967485525705,0.413874845379037,7,190,error,error,0.0724127996426982,-0.3414620457363388,Italy's capital city is [MASK].,Bees make [MASK].,rome,honey,turin,nests,3.1954518732770056,3.148116781500521,0.5453009942057411,0.6913751442268239,0.0985766826616581,0.1364006959931358,8.680087618686063,9.10571098708182
