model,prompt_id,prompt,target,task,topic,layer,subspace_family,subspace_k,rep,route_role,rho,fisher_output_energy,latent_step_norm,calibration_policy,clean_correct,clean_confidence,clean_target_prob,clean_nll,clean_brier,after_correct,after_confidence,after_target_prob,after_nll,after_brier,delta_confidence,delta_target_prob,delta_nll,delta_brier,accuracy_changed,accuracy_loss,full_vocab_kl,full_vocab_l1,full_vocab_top10_jaccard,full_vocab_top5_jaccard
distilbert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,6,delta_pca,8,0,high_rho_route,0.8238538431254853,0.05,0.2659391364910922,correct_decrease_entropy_error_increase_entropy,1,0.42650007262302897,0.42650007262302897,0.8521427417736792,0.3570965100549349,1,0.453236784943146,0.453236784943146,0.7913405859925341,0.3289531626417541,0.02673671232011704,0.02673671232011704,-0.06080215578114512,-0.028143347413180808,0,0,0.0033197392636430756,0.06756051518031375,1.0,1.0
distilbert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,2,delta_pca,8,0,low_rho_route,0.44635405065926304,0.05,0.34385240474658213,correct_decrease_entropy_error_increase_entropy,0,0.008116168692817864,2.3043623183132356e-06,12.980706571281749,1.0007610985175976,0,0.007536300775101778,2.6418789637096663e-06,12.844020165286889,1.000707387186686,-0.0005798679177160858,3.3751664539643077e-07,-0.13668640599486004,-5.371133091158775e-05,0,0,0.00169106854778294,0.046341155791223,1.0,1.0
distilbert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,6,random,8,0,random_route,0.8597782387369937,0.05,0.2202321792926975,correct_decrease_entropy_error_increase_entropy,1,0.42650007262302897,0.42650007262302897,0.8521427417736792,0.3570965100549349,1,0.44958989593028426,0.44958989593028426,0.799419454119858,0.3320103818908431,0.023089823307255286,0.023089823307255286,-0.05272328765382117,-0.025086128164091837,0,0,0.0019227182071242552,0.053578451673498756,1.0,1.0
bert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,12,delta_pca,8,0,high_rho_route,0.9320809923477009,0.05,0.6421050678406018,correct_decrease_entropy_error_increase_entropy,1,0.8743286501881646,0.8743286501881646,0.13429894404457488,0.018937041126576126,1,0.8885837840947834,0.8885837840947834,0.11812633747107727,0.015088418965180761,0.014255133906618811,0.014255133906618811,-0.016172606573497603,-0.0038486221613953653,0,0,0.0013450163332338347,0.02862828536950976,1.0,1.0
bert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,4,state_pca,8,0,low_rho_route,0.3321891663880159,0.05,0.35224664793104893,correct_decrease_entropy_error_increase_entropy,0,0.017549894484531373,9.353477815424689e-05,9.277177231960232,1.001571283755351,0,0.016419063594504596,9.975788969940116e-05,9.212764410591285,1.0014740157984734,-0.0011308308900267773,6.223111545154269e-06,-0.064412821368947,-9.726795687758916e-05,0,0,0.0014038176251257501,0.04206889372530066,1.0,1.0
bert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,12,random,8,0,random_route,0.8551567180822125,0.05,0.5458296097420887,correct_decrease_entropy_error_increase_entropy,1,0.8743286501881646,0.8743286501881646,0.13429894404457488,0.018937041126576126,1,0.8887278292349252,0.8887278292349252,0.11796424418436623,0.014935051422148238,0.01439917904676058,0.01439917904676058,-0.01633469986020865,-0.0040019897044278885,0,0,0.0012202297302652447,0.029099215160497304,1.0,0.6666666666666666
bert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,12,delta_pca,8,0,high_rho_route,0.6663949990615682,0.05,0.43898792111258733,correct_decrease_entropy_error_increase_entropy,0,0.11506630712777191,0.0019550844635898555,6.23732188259579,1.0197302603944847,0,0.10230296911760176,0.002125168565286624,6.153904154911041,1.015332924864473,-0.012763338010170155,0.00017008410169676866,-0.08341772768474875,-0.004397335530011759,0,0,0.004319464991605269,0.07712962789233205,1.0,1.0
bert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,12,state_pca,8,0,low_rho_route,0.3677416114240496,0.05,0.2504254112244935,correct_decrease_entropy_error_increase_entropy,0,0.11506630712777191,0.0019550844635898555,6.23732188259579,1.0197302603944847,0,0.10651912969423905,0.0018923639243944596,6.269928477803459,1.0174931824552336,-0.008547177433532865,-6.272053919539585e-05,0.03260659520766929,-0.0022370779392510975,0,0,0.00193079504178,0.050402320739370926,0.8181818181818182,1.0
bert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,12,random,8,0,random_route,0.5809799328679459,0.05,0.33941475875970606,correct_decrease_entropy_error_increase_entropy,0,0.11506630712777191,0.0019550844635898555,6.23732188259579,1.0197302603944847,0,0.1052879409159693,0.001921922493413534,6.2544292952546785,1.0172531912018405,-0.009778366211802614,-3.3161970176321526e-05,0.0171074126588886,-0.0024770691926441213,0,0,0.001894786224813949,0.049690555324028045,1.0,1.0
bert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,12,state_pca,8,0,high_rho_route,0.9205190064533525,0.05,3.672759214326253,correct_decrease_entropy_error_increase_entropy,1,0.9967665185575467,0.9967665185575467,0.003238720440088738,1.1150437315032846e-05,1,0.9982856446003872,0.9982856446003872,0.001715826588498441,3.1222925793716882e-06,0.0015191260428404352,0.0015191260428404352,-0.001522893851590297,-8.028144735661158e-06,0,0,0.0008192285875798697,0.0031298950130718003,0.8181818181818182,1.0
bert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,8,state_pca,8,0,low_rho_route,0.5978275263907955,0.05,0.6782298923892301,correct_decrease_entropy_error_increase_entropy,1,0.37957515826681354,0.37957515826681354,0.9687026562560235,0.3951746660507598,1,0.3981578426435112,0.3981578426435112,0.9209067627619907,0.37190042047200866,0.018582684376697634,0.018582684376697634,-0.04779589349403279,-0.02327424557875113,0,0,0.0017588366332360274,0.04907583542586978,1.0,1.0
bert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,12,random,8,0,random_route,0.9503918920052751,0.05,3.1418822931425177,correct_decrease_entropy_error_increase_entropy,1,0.9967665185575467,0.9967665185575467,0.003238720440088738,1.1150437315032846e-05,1,0.9985616901629499,0.9985616901629499,0.0014393451975422834,2.22795308568724e-06,0.0017951716054032119,0.0017951716054032119,-0.0017993752425464547,-8.922484229345606e-06,0,0,0.001074585759866669,0.0036098287748318335,0.8181818181818182,1.0
bert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,12,state_pca,8,0,high_rho_route,0.9383419884593498,0.05,0.619615135245204,correct_decrease_entropy_error_increase_entropy,0,0.6221502483454167,0.34166466264566847,1.0739255415222517,0.8206091054447928,0,0.6072464205054167,0.34438714204350757,1.0659888414939511,0.7987875485529654,-0.014903827839999995,0.002722479397839095,-0.007936700028300603,-0.02182155689182741,0,0,0.0020872681048470865,0.029807777731668258,1.0,1.0
bert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,4,delta_pca,8,0,low_rho_route,0.3933847045132055,0.05,0.4085832269405584,correct_decrease_entropy_error_increase_entropy,0,0.02739599593220488,3.2410814592456886e-06,12.639603500135623,1.002365143683904,0,0.025664065655423826,3.04406310778881e-06,12.702317386317446,1.002267230457624,-0.0017319302767810525,-1.9701835145687872e-07,0.0627138861818235,-9.79132262801663e-05,0,0,0.0014217747413215374,0.04259973827949233,1.0,1.0
bert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,12,random,8,0,random_route,0.8518825216559625,0.05,1.286672120141387,correct_decrease_entropy_error_increase_entropy,0,0.6221502483454167,0.34166466264566847,1.0739255415222517,0.8206091054447928,0,0.6066624430343329,0.3453432611325484,1.0632163967907218,0.7968278309680645,-0.015487805311083735,0.0036785984868799027,-0.010709144731529951,-0.023781274476728287,0,0,0.002192193545776434,0.03120459963290803,1.0,1.0
bert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,12,state_pca,8,0,high_rho_route,0.8985619580895811,0.05,0.24945661463164598,correct_decrease_entropy_error_increase_entropy,1,0.6556360407614804,0.6556360407614804,0.4221494599177254,0.12670568430809048,1,0.6803380319187741,0.6803380319187741,0.38516549856521937,0.10958890154227219,0.024701991157293657,0.024701991157293657,-0.036983961352506034,-0.017116782765818295,0,0,0.001758402866617613,0.049791201926663274,0.8181818181818182,1.0
bert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,4,delta_pca,8,0,low_rho_route,0.32179703949165095,0.05,0.47551958789642285,correct_decrease_entropy_error_increase_entropy,0,0.019563396017747495,0.0006914826715901265,7.276672466334508,1.00017708768438,0,0.018433021211846194,0.0008189063205199913,7.1075408634128845,0.9998810310633329,-0.0011303748059013005,0.0001274236489298648,-0.16913160292162388,-0.00029605662104714714,0,0,0.0020178235931644513,0.049892680986511555,1.0,1.0
bert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,12,random,8,0,random_route,0.8947034507671919,0.05,0.24175654225396248,correct_decrease_entropy_error_increase_entropy,1,0.6556360407614804,0.6556360407614804,0.4221494599177254,0.12670568430809048,1,0.6799153381488727,0.6799153381488727,0.38578699128533794,0.10989845994364833,0.024279297387392318,0.024279297387392318,-0.03636246863238746,-0.016807224364442153,0,0,0.0016699056944095413,0.048777092042789176,1.0,1.0
bert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,12,delta_pca,8,0,high_rho_route,0.9023550463554338,0.05,0.4392834413019781,correct_decrease_entropy_error_increase_entropy,0,0.3127496568899981,0.06063645669931011,2.8028589710948304,1.0464235333280194,0,0.29536392379884036,0.061121411773829626,2.7948930359968265,1.0315852176814453,-0.017385733091157762,0.00048495507451951775,-0.007965935098003918,-0.014838315646574118,0,0,0.0027889412772265972,0.05602891398773743,1.0,1.0
bert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,8,delta_pca,8,0,low_rho_route,0.5942375090930938,0.05,0.590914791697047,correct_decrease_entropy_error_increase_entropy,0,0.11245300466169984,0.007811962564360417,4.852099058047745,1.0033925234937826,0,0.10413126215310865,0.008195374663362578,4.804185349300278,1.0003555152757426,-0.00832174250859119,0.00038341209900216115,-0.047913708747467254,-0.0030370082180399827,0,0,0.001860079573729882,0.050791633802013465,1.0,1.0
bert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,8,random,8,0,random_route,0.7151868941667984,0.05,0.5884536059527956,correct_decrease_entropy_error_increase_entropy,0,0.11245300466169984,0.007811962564360417,4.852099058047745,1.0033925234937826,0,0.10368554273016119,0.008281528263220622,4.79372775476371,1.0001878988177706,-0.008767461931538656,0.00046956569886020486,-0.05837130328403539,-0.0032046246760120134,0,0,0.0017412984310199078,0.04897891078054829,1.0,1.0
bert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,12,delta_pca,8,0,high_rho_route,0.9251835291648642,0.05,1.6747490583956255,correct_decrease_entropy_error_increase_entropy,1,0.5101650598068493,0.5101650598068493,0.673020958945958,0.41240128586761016,1,0.5196725422951589,0.5196725422951589,0.6545563921230488,0.40234831622087097,0.009507482488309571,0.009507482488309571,-0.0184645668229092,-0.010052969646739185,0,0,0.000925824906966518,0.019074698915753762,1.0,1.0
bert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,8,delta_pca,8,0,low_rho_route,0.5146162765936152,0.05,0.46898664946174284,correct_decrease_entropy_error_increase_entropy,0,0.11487766467936655,0.00040887711821780033,7.802095891519206,1.0148408237270234,0,0.10608724292250565,0.00039422137818342175,7.838597932896203,1.0129360694123135,-0.0087904217568609,-1.4655740034378586e-05,0.03650204137699742,-0.0019047543147099333,0,0,0.0012970985157760694,0.04153504851256392,1.0,0.6666666666666666
bert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,12,random,8,0,random_route,0.8952176780536342,0.05,0.9859807613126889,correct_decrease_entropy_error_increase_entropy,1,0.5101650598068493,0.5101650598068493,0.673020958945958,0.41240128586761016,1,0.5185186142073106,0.5185186142073106,0.656779351846417,0.40592341075339566,0.00835355440046126,0.00835355440046126,-0.016241607099541033,-0.006477875114214493,0,0,0.0010846463499548098,0.022367934040902333,1.0,1.0
bert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,12,state_pca,8,0,high_rho_route,0.9482864035266885,0.05,0.15000618682371242,correct_decrease_entropy_error_increase_entropy,1,0.46071228925147606,0.46071228925147606,0.7749815322246156,0.299597182546978,1,0.48903105528262375,0.48903105528262375,0.715329283788369,0.2695833704956556,0.02831876603114769,0.02831876603114769,-0.05965224843624661,-0.030013812051322364,0,0,0.002085282951902498,0.056762503496027975,0.8181818181818182,1.0
bert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,4,delta_pca,8,0,low_rho_route,0.2550058047427258,0.05,0.5569474586653332,correct_decrease_entropy_error_increase_entropy,0,0.01461692963645972,5.798986207052595e-05,9.75524235458322,1.001368770234064,0,0.013858980496447572,5.148277941101225e-05,9.874263186580858,1.0013454510905149,-0.0007579491400121485,-6.507082659513698e-06,0.1190208319976378,-2.3319143549027643e-05,0,0,0.00280398703759693,0.05845521495622152,1.0,1.0
bert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,12,random,8,0,random_route,0.8599106737679741,0.05,0.17318635483966183,correct_decrease_entropy_error_increase_entropy,1,0.46071228925147606,0.46071228925147606,0.7749815322246156,0.299597182546978,1,0.4859142080156041,0.4859142080156041,0.7217231973811821,0.2724767381075669,0.02520191876412803,0.02520191876412803,-0.053258334843433563,-0.027120444439411084,0,0,0.0015179704753779484,0.050647609822300675,0.8181818181818182,1.0
bert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,12,state_pca,8,0,high_rho_route,0.855389133513204,0.05,0.38499476358682905,correct_decrease_entropy_error_increase_entropy,1,0.47775701788617503,0.47775701788617503,0.7386530065166347,0.31269004179354964,1,0.4973415816726976,0.4973415816726976,0.6984782018913024,0.29399038285906065,0.01958456378652257,0.01958456378652257,-0.040174804625332294,-0.018699658934488994,0,0,0.0019623283708953857,0.050009491254532155,1.0,1.0
bert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,4,state_pca,8,0,low_rho_route,0.5118929226601664,0.05,0.37789188839003685,correct_decrease_entropy_error_increase_entropy,0,0.0669272459334872,9.358196763973007e-06,11.579257939456514,1.0060740467866511,0,0.06131978003418448,8.858398832924464e-06,11.634144528310415,1.0052955991522095,-0.0056074658993027215,-4.997979310485427e-07,0.05488658885390052,-0.0007784476344416813,0,0,0.0016818686633285535,0.04725754206852377,0.8181818181818182,1.0
bert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,12,random,8,0,random_route,0.8590548195411142,0.05,0.3585631304944532,correct_decrease_entropy_error_increase_entropy,1,0.47775701788617503,0.47775701788617503,0.7386530065166347,0.31269004179354964,1,0.4982839880820111,0.4982839880820111,0.6965851072995356,0.29195687940228865,0.020526970195836047,0.020526970195836047,-0.04206789921709908,-0.020733162391260995,0,0,0.0016568213346798912,0.04550501592436484,1.0,1.0
bert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,12,delta_pca,8,0,high_rho_route,0.7485531021755601,0.05,0.2263677039808536,correct_decrease_entropy_error_increase_entropy,1,0.16673884214936718,0.16673884214936718,1.7913265100721953,0.7103102163303354,1,0.18390796683836283,0.18390796683836283,1.6933198267312972,0.6836467403019679,0.017169124688995646,0.017169124688995646,-0.09800668334089813,-0.026663476028367494,0,0,0.0026988150846258665,0.061914096664124264,1.0,1.0
bert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,4,delta_pca,8,0,low_rho_route,0.3931532497302774,0.05,0.505716571697881,correct_decrease_entropy_error_increase_entropy,0,0.02964362992725779,0.00048025792606015087,7.641187252422332,1.0015412706273261,0,0.027636794467034455,0.0004906097499758141,7.619861552762527,1.001289318184214,-0.0020068354602233336,1.0351823915663257e-05,-0.021325699659805686,-0.0002519524431121578,0,0,0.0025345417034450674,0.05728672177352516,0.8181818181818182,1.0
bert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,8,random,8,0,random_route,0.6751112936278454,0.05,0.4093071498980155,correct_decrease_entropy_error_increase_entropy,0,0.03308257062382514,8.144735921317275e-05,9.4155536456251,1.0024903345291645,0,0.03024829276821397,8.22635738492126e-05,9.405582150333641,1.0022189632824756,-0.002834277855611172,8.162146360398445e-07,-0.0099714952914578,-0.00027137124668885626,0,0,0.0011615097827947414,0.03822373774248358,0.8181818181818182,1.0
bert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,12,state_pca,8,0,high_rho_route,0.9538184859090844,0.05,0.9583982534683365,correct_decrease_entropy_error_increase_entropy,1,0.8048764758299031,0.8048764758299031,0.21706645951167577,0.06869772990011758,1,0.8207565596159818,0.8207565596159818,0.1975287304106464,0.05929838704521273,0.015880083786078747,0.015880083786078747,-0.019537729101029383,-0.009399342854904846,0,0,0.0017222146906700035,0.031860987982062716,1.0,1.0
bert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,4,state_pca,8,0,low_rho_route,0.23600883144525042,0.05,0.321447279030799,correct_decrease_entropy_error_increase_entropy,0,0.034299353018467434,9.295513477205059e-06,11.58597869601381,1.0031604321312526,0,0.0324669804696997,9.88577495721763e-06,11.524413707123996,1.0030581152976792,-0.0018323725487677314,5.902614800125718e-07,-0.06156498888981332,-0.0001023168335734237,0,0,0.0011518481615359366,0.03871499736035048,1.0,1.0
bert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,12,random,8,0,random_route,0.9249642976589704,0.05,1.6997690231088487,correct_decrease_entropy_error_increase_entropy,1,0.8048764758299031,0.8048764758299031,0.21706645951167577,0.06869772990011758,1,0.8194302714043076,0.8194302714043076,0.19914597117329927,0.05958863502624068,0.014553795574404504,0.014553795574404504,-0.017920488338376506,-0.0091090948738769,0,0,0.001280258100861048,0.02982386331657446,1.0,1.0
bert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,4,delta_pca,8,0,high_rho_route,0.7682459953298276,0.05,0.22631557071036662,correct_decrease_entropy_error_increase_entropy,0,0.06496631884723517,0.00020472132091161905,8.493860913849367,1.008155382263137,0,0.058960369562533727,0.00020662162257145087,8.484621347648385,1.0069361570767221,-0.0060059492847014395,1.9003016598318173e-06,-0.009239566200982097,-0.0012192251864149295,0,0,0.0011643700212207921,0.037937427901614494,1.0,0.6666666666666666
bert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,8,state_pca,8,0,low_rho_route,0.6495808638328854,0.05,0.6243245056692432,correct_decrease_entropy_error_increase_entropy,0,0.20038968179109495,0.005664143282033472,5.1735996259414945,1.0426158392031344,0,0.18994404320115346,0.005906075528193609,5.131773707358565,1.0378642847418966,-0.010445638589941492,0.0002419322461601368,-0.041825918582929056,-0.004751554461237761,0,0,0.002001411041618312,0.05054650178480496,0.8181818181818182,1.0
bert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,4,random,8,0,random_route,0.7794620397328147,0.05,0.2994068931309428,correct_decrease_entropy_error_increase_entropy,0,0.06496631884723517,0.00020472132091161905,8.493860913849367,1.008155382263137,0,0.060360536391195325,0.0002165213567444339,8.437821369916048,1.00726118878849,-0.0046057824560398405,1.180003583281484e-05,-0.05603954393331989,-0.0008941934746471425,0,0,0.0012020721908830635,0.0407915028120865,0.8181818181818182,0.6666666666666666
bert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,12,state_pca,8,0,high_rho_route,0.9334557146864065,0.05,0.275704927173298,correct_decrease_entropy_error_increase_entropy,1,0.8534324854105846,0.8534324854105846,0.1584888430860912,0.02312605225972586,1,0.8723431901546106,0.8723431901546106,0.13657236580914592,0.017622574812320657,0.018910704744026008,0.018910704744026008,-0.02191647727694529,-0.005503477447405203,0,0,0.0018229120624258881,0.03782140948805248,1.0,1.0
bert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,4,delta_pca,8,0,low_rho_route,0.4334778513066821,0.05,0.43534900613983574,correct_decrease_entropy_error_increase_entropy,0,0.02084772980175563,9.226198049095644e-05,9.290878413655326,1.0017610642516166,0,0.019481076646692082,9.412399731727631e-05,9.270897524572655,1.0016464627545225,-0.0013666531550635477,1.8620168263198684e-06,-0.019980889082670927,-0.00011460149709408007,0,0,0.0016659503136948386,0.046075634648410496,0.8181818181818182,1.0
bert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,12,random,8,0,random_route,0.9030582717392358,0.05,0.545498669994511,correct_decrease_entropy_error_increase_entropy,1,0.8534324854105846,0.8534324854105846,0.1584888430860912,0.02312605225972586,1,0.8705215112059786,0.8705215112059786,0.13866280875700893,0.018072795235996364,0.017089025795394064,0.017089025795394064,-0.01982603432908228,-0.005053257023729496,0,0,0.0014952965253467556,0.034361572584398224,1.0,1.0
bert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,12,state_pca,8,0,high_rho_route,0.5573187383089706,0.05,0.3275427587420641,correct_decrease_entropy_error_increase_entropy,0,0.07009589425913786,0.00015716871483531725,8.7581907128178,1.0091369633826621,0,0.06257416982968836,0.00015830455037057264,8.750989846256251,1.0079261075584398,-0.007521724429449497,1.1358355352553856e-06,-0.007200866561548835,-0.0012108558242223122,0,0,0.0024415467478465726,0.053892275106931474,1.0,1.0
bert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,8,delta_pca,8,0,low_rho_route,0.24243458245853902,0.05,0.7568078704428697,correct_decrease_entropy_error_increase_entropy,0,0.03012417727000893,8.23001319791709e-06,11.707722939641455,1.0030186041675313,0,0.02842466656928819,8.178374178358052e-06,11.7140171828061,1.0027572610993596,-0.0016995107007207397,-5.1639019559037344e-08,0.006294243164644442,-0.0002613430681717155,0,0,0.0025603006848937404,0.057437739343847584,1.0,1.0
bert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,12,random,8,0,random_route,0.7934041663726281,0.05,0.24906257950403035,correct_decrease_entropy_error_increase_entropy,0,0.07009589425913786,0.00015716871483531725,8.7581907128178,1.0091369633826621,0,0.06382874256731495,0.0001743374928487911,8.6545175232988,1.008103621842513,-0.006267151691822903,1.7168778013473845e-05,-0.10367318951900018,-0.001033341540149113,0,0,0.001109499950259553,0.03625658749380423,1.0,1.0
bert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,12,delta_pca,8,0,high_rho_route,0.93967631447995,0.05,1.1304816295826876,correct_decrease_entropy_error_increase_entropy,1,0.9894351169026205,0.9894351169026205,0.010621087688598681,0.00011429894106829153,1,0.9941061323633914,0.9941061323633914,0.005911305023994406,3.563979153531349e-05,0.0046710154607708665,0.0046710154607708665,-0.004709782664604275,-7.865914953297803e-05,0,0,0.0016957137224442483,0.009345092651552193,0.8181818181818182,1.0
bert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,4,delta_pca,8,0,low_rho_route,0.529327372973729,0.05,0.2897390482297803,correct_decrease_entropy_error_increase_entropy,0,0.03628588034520937,9.499748908502233e-06,11.564245190391052,1.0035504294087223,0,0.03369755755344419,9.782163690681336e-06,11.534949862120696,1.0032744666422282,-0.0025883227917651783,2.824147821791031e-07,-0.02929532827035608,-0.0002759627664941089,0,0,0.0010128896951520309,0.035915167619980454,1.0,1.0
bert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,12,random,8,0,random_route,0.9558251970091101,0.05,1.409627433180126,correct_decrease_entropy_error_increase_entropy,1,0.9894351169026205,0.9894351169026205,0.010621087688598681,0.00011429894106829153,1,0.9943571394113802,0.9943571394113802,0.005658841674145419,3.2751127785668466e-05,0.004922022508759616,0.004922022508759616,-0.004962246014453262,-8.154781328262306e-05,0,0,0.0019546017579556633,0.009845771864205561,0.8181818181818182,1.0
bert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,8,delta_pca,8,0,high_rho_route,0.6284774264345223,0.05,0.5248995070749254,correct_decrease_entropy_error_increase_entropy,0,0.05844956572221109,1.8965072364495068e-05,10.87291156714416,1.010063217798508,0,0.05374085801802641,1.875601606420265e-05,10.883996000253902,1.0091267329691216,-0.004708707704184682,-2.0905630029241834e-07,0.011084433109742164,-0.0009364848293864636,0,0,0.001590084405302176,0.046759861774176154,1.0,1.0
bert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,4,delta_pca,8,0,low_rho_route,0.239035975872686,0.05,0.46630363396870156,correct_decrease_entropy_error_increase_entropy,0,0.016732640267381024,1.675644520392923e-05,10.996727585410946,1.001284591766252,0,0.015340216252824147,1.5640196515862308e-05,11.065666257973215,1.0012209141687862,-0.0013924240145568763,-1.1162486880669224e-06,0.06893867256226827,-6.367759746583879e-05,0,0,0.0023031033411881905,0.05381574927802605,1.0,1.0
bert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,12,random,8,0,random_route,0.49028183314570384,0.05,0.26735313987376214,correct_decrease_entropy_error_increase_entropy,0,0.1299566220098984,0.012832932189986795,4.355740584768154,1.0005975596115078,0,0.11910994325881097,0.013709777246103928,4.289646033088855,0.9962258367181149,-0.01084667875108744,0.0008768450561171329,-0.06609455167929923,-0.0043717228933928265,0,0,0.001563019328982835,0.043605520160082144,1.0,1.0
bert-base-uncased,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,12,state_pca,8,0,high_rho_route,0.8900154441851297,0.05,1.5049191175731422,correct_decrease_entropy_error_increase_entropy,1,0.986259666643201,0.986259666643201,0.013835605457462026,0.00019659570781860314,1,0.9915762158110257,0.9915762158110257,0.008459464777352791,7.529170772990756e-05,0.005316549167824758,0.005316549167824758,-0.005376140680109234,-0.00012130400008869557,0,0,0.002060681566043593,0.010633101333449203,0.8181818181818182,1.0
bert-base-uncased,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,4,state_pca,8,0,low_rho_route,0.3060461677502387,0.05,0.2535985664977818,correct_decrease_entropy_error_increase_entropy,0,0.024037368759229183,3.653239870309069e-06,12.519896148384362,1.0024048627997169,0,0.022876516520421546,3.5807999543541162e-06,12.539924331576204,1.0023180666497358,-0.0011608522388076373,-7.243991595495256e-08,0.020028183191842075,-8.67961499810832e-05,0,0,0.0009156275880713139,0.033577622077633124,0.8181818181818182,1.0
bert-base-uncased,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,12,random,8,0,random_route,0.8353804644805423,0.05,2.446890204104516,correct_decrease_entropy_error_increase_entropy,1,0.986259666643201,0.986259666643201,0.013835605457462026,0.00019659570781860314,1,0.9895224254159721,0.9895224254159721,0.01053285081484954,0.0001142888038688783,0.003262758772771157,0.003262758772771157,-0.0033027546426124856,-8.230690394972484e-05,0,0,0.0010827664295221225,0.007422327762453036,1.0,1.0
bert-base-uncased,28,The usual color of grass is [MASK].,green,factual_deep,common,8,delta_pca,8,0,high_rho_route,0.7048328333528071,0.05,0.8078144086295429,correct_decrease_entropy_error_increase_entropy,0,0.024786582303784395,0.017881655446226302,4.0239799270446515,0.9664741687830496,0,0.02275261377701312,0.016575128316702683,4.099852001359321,0.9689113216279994,-0.0020339685267712765,-0.0013065271295236193,0.07587207431466947,0.0024371528449498303,0,0,0.0030267406558318853,0.06168033330250175,1.0,1.0
bert-base-uncased,28,The usual color of grass is [MASK].,green,factual_deep,common,8,state_pca,8,0,low_rho_route,0.13757784037222437,0.05,0.5698095794782136,correct_decrease_entropy_error_increase_entropy,0,0.024786582303784395,0.017881655446226302,4.0239799270446515,0.9664741687830496,0,0.02416351522093535,0.01751840435867762,4.044503273039453,0.9671045965254167,-0.000623067082849045,-0.00036325108754868204,0.020523345994801545,0.0006304277423671012,0,0,0.0014026943073406628,0.04194020368266439,1.0,1.0
