model,prompt_id,prompt,task,topic,layer,target,target_id,rho_scope,pred_id,correct,confidence,target_prob,nll,brier,entropy_full
google/bert_uncased_L-2_H-128_A-2,7,A person who flies planes is a [MASK].,factual_deep,role,2,pilot,4405,layer_prompt,5820,0,0.054082293903353305,0.0060253691355570725,5.111776534169806,0.9972408573424473,6.186218097197114
google/bert_uncased_L-2_H-128_A-2,8,Two plus two equals [MASK].,factual_simple,math,2,four,2176,layer_prompt,1016,0,0.06820753819859772,0.012647478559581569,4.370297407029383,0.9911389155701308,5.889855488998162
google/bert_uncased_L-2_H-128_A-2,10,The capital of Pakistan is [MASK].,factual_deep,capital,2,islamabad,26905,layer_prompt,4501,0,0.3203919147144662,0.0016123742215059923,6.4300475145035,1.1109221650003553,4.336316096282442
google/bert_uncased_L-2_H-128_A-2,11,A person who drives a bus is a [MASK].,factual_simple,role,2,driver,4062,layer_prompt,2482,0,0.03518771310953736,0.020851181632481484,3.870344659322487,0.9638764320428477,6.68996832467471
google/bert_uncased_L-2_H-128_A-2,14,The opposite of day is [MASK].,factual_simple,lexical,2,night,2305,layer_prompt,4242,0,0.05277821381321407,0.003231124711932957,5.7349249943291385,0.9995762060545904,7.1132497262006655
google/bert_uncased_L-2_H-128_A-2,16,Black has the opposite meaning of [MASK].,factual_deep,antonym,2,white,2317,layer_prompt,2009,0,0.03820814374650209,0.011576149102017609,4.45880840946486,0.980238076348773,7.482650708876991
google/bert_uncased_L-2_H-128_A-2,17,The capital of Chile is [MASK].,factual_simple,capital,2,santiago,8728,layer_prompt,7379,0,0.10770279694315207,0.0017554671183521143,6.345020293176543,1.038882819751064,4.578367616770568
google/bert_uncased_L-2_H-128_A-2,19,Five minus two equals [MASK].,factual_deep,math,2,three,2093,layer_prompt,1015,0,0.05741792633026346,0.02493998455029723,3.691282958205289,0.9639454554537775,5.805438521462002
google/bert_uncased_L-2_H-128_A-2,20,The language of France is [MASK].,factual_simple,language,2,french,2413,layer_prompt,2605,0,0.2195516515644157,0.08040816619428277,2.5206395383744256,0.9004477585151515,4.8242426753486125
google/bert_uncased_L-2_H-128_A-2,22,The plural of person is [MASK].,factual_deep,plural,2,people,2111,layer_prompt,13994,0,0.04709430789737394,0.00031981976137272544,8.047752966563188,1.0060326258385661,6.792468135973501
google/bert_uncased_L-2_H-128_A-2,23,The capital of Nepal is [MASK].,factual_simple,capital,2,kathmandu,28045,layer_prompt,8222,0,0.5878296386079928,0.0027868591438941536,5.882840072163499,1.3460103786089819,2.979481869941526
google/bert_uncased_L-2_H-128_A-2,25,The continent containing Thailand is [MASK].,factual_deep,continent,2,asia,4021,layer_prompt,7320,0,0.05062588741521142,0.00576793351330368,5.155441405885674,0.9999243226411404,5.952637318436235
google/bert_uncased_L-2_H-128_A-2,26,The capital of Iraq is [MASK].,factual_simple,capital,2,baghdad,13952,layer_prompt,5712,0,0.2659318454955247,0.007189382265370472,4.935150026743984,1.089099911525952,3.984727929155673
google/bert_uncased_L-2_H-128_A-2,28,The usual color of grass is [MASK].,factual_deep,common,2,green,2665,layer_prompt,2317,0,0.05662906392828217,0.02015519913156004,3.9042930024538745,0.9696443673423542,6.056359891900268
google/bert_uncased_L-2_H-128_A-2,29,A rose is a [MASK].,factual_simple,common,2,flower,6546,layer_prompt,5820,0,0.0685923383851577,0.016852179819854554,4.083275264387372,0.9772854454209348,6.424212083095016
